municipio_cvegeo,total_camas,Nom_Ent,Nom_Mun,municipio_cvegeo,total_camas,Nom_Mun,Entidad,Total_camas
20152,0,Oaxaca,San Francisco Tlapancingo,20152,0,San Francisco Tlapancingo,,
20153,0,Oaxaca,San Gabriel Mixtepec,20153,0,San Gabriel Mixtepec,,
20154,0,Oaxaca,San Ildefonso Amatlán,20154,0,San Ildefonso Amatlán,,
20155,0,Oaxaca,San Ildefonso Sola,20155,0,San Ildefonso Sola,,
20156,13,Oaxaca,San Ildefonso Villa Alta,20156,13,San Ildefonso Villa Alta,,
20157,0,Oaxaca,San Jacinto Amilpas,20157,0,San Jacinto Amilpas,,
20158,18,Oaxaca,San Jacinto Tlacotepec,20158,18,San Jacinto Tlacotepec,,
20159,0,Oaxaca,San Jerónimo Coatlán,20159,0,San Jerónimo Coatlán,,
20160,0,Oaxaca,San Jerónimo Silacayoapilla,20160,0,San Jerónimo Silacayoapilla,,
20161,0,Oaxaca,San Jerónimo Sosola,20161,0,San Jerónimo Sosola,,
20162,0,Oaxaca,San Jerónimo Taviche,20162,0,San Jerónimo Taviche,,
20163,0,Oaxaca,San Jerónimo Tecóatl,20163,0,San Jerónimo Tecóatl,,
20164,57,Oaxaca,San Jorge Nuchita,20164,57,San Jorge Nuchita,,
20165,0,Oaxaca,San José Ayuquila,20165,0,San José Ayuquila,,
20166,0,Oaxaca,San José Chiltepec,20166,0,San José Chiltepec,,
20167,0,Oaxaca,San José del Peñasco,20167,0,San José del Peñasco,,
20168,0,Oaxaca,San José Estancia Grande,20168,0,San José Estancia Grande,,
20169,0,Oaxaca,San José Independencia,20169,0,San José Independencia,,
20170,0,Oaxaca,San José Lachiguiri,20170,0,San José Lachiguiri,,
20171,0,Oaxaca,San José Tenango,20171,0,San José Tenango,,
20172,0,Oaxaca,San Juan Achiutla,20172,0,San Juan Achiutla,,
20173,0,Oaxaca,San Juan Atepec,20173,0,San Juan Atepec,,
20174,0,Oaxaca,Ánimas Trujano,20174,0,Ánimas Trujano,,
20175,0,Oaxaca,San Juan Bautista Atatlahuca,20175,0,San Juan Bautista Atatlahuca,,
20176,0,Oaxaca,San Juan Bautista Coixtlahuaca,20176,0,San Juan Bautista Coixtlahuaca,,
20177,52,Oaxaca,San Juan Bautista Cuicatlán,20177,52,San Juan Bautista Cuicatlán,,
20178,0,Oaxaca,San Juan Bautista Guelache,20178,0,San Juan Bautista Guelache,,
20179,0,Oaxaca,San Juan Bautista Jayacatlán,20179,0,San Juan Bautista Jayacatlán,,
20180,0,Oaxaca,San Juan Bautista Lo de Soto,20180,0,San Juan Bautista Lo de Soto,,
20181,0,Oaxaca,San Juan Bautista Suchitepec,20181,0,San Juan Bautista Suchitepec,,
20182,0,Oaxaca,San Juan Bautista Tlacoatzintepec,20182,0,San Juan Bautista Tlacoatzintepec,,
20183,0,Oaxaca,San Juan Bautista Tlachichilco,20183,0,San Juan Bautista Tlachichilco,,
20184,94,Oaxaca,San Juan Bautista Tuxtepec,20184,94,San Juan Bautista Tuxtepec,,
20185,0,Oaxaca,San Juan Cacahuatepec,20185,0,San Juan Cacahuatepec,,
20186,0,Oaxaca,San Juan Cieneguilla,20186,0,San Juan Cieneguilla,,
20187,0,Oaxaca,San Juan Coatzóspam,20187,0,San Juan Coatzóspam,,
20188,0,Oaxaca,San Juan Colorado,20188,0,San Juan Colorado,,
20189,0,Oaxaca,San Juan Comaltepec,20189,0,San Juan Comaltepec,,
20190,36,Oaxaca,San Juan Cotzocón,20190,36,San Juan Cotzocón,,
20191,0,Oaxaca,San Juan Chicomezúchil,20191,0,San Juan Chicomezúchil,,
20192,0,Oaxaca,San Juan Chilateca,20192,0,San Juan Chilateca,,
20193,0,Oaxaca,San Juan del Estado,20193,0,San Juan del Estado,,
20194,0,Oaxaca,San Juan del Río,20194,0,San Juan del Río,,
20195,0,Oaxaca,San Juan Diuxi,20195,0,San Juan Diuxi,,
20196,0,Oaxaca,San Juan Evangelista Analco,20196,0,San Juan Evangelista Analco,,
20197,0,Oaxaca,San Juan Guelavía,20197,0,San Juan Guelavía,,
20198,0,Oaxaca,San Juan Guichicovi,20198,0,San Juan Guichicovi,,
20199,0,Oaxaca,San Juan Ihualtepec,20199,0,San Juan Ihualtepec,,
20200,0,Oaxaca,San Juan Juquila Mixes,20200,0,San Juan Juquila Mixes,,
20201,0,Oaxaca,San Juan Juquila Vijanos,20201,0,San Juan Juquila Vijanos,,
20202,0,Oaxaca,San Juan Lachao,20202,0,San Juan Lachao,,
20203,0,Oaxaca,San Juan Lachigalla,20203,0,San Juan Lachigalla,,
20204,0,Oaxaca,San Juan Lajarcia,20204,0,San Juan Lajarcia,,
20205,0,Oaxaca,San Juan Lalana,20205,0,San Juan Lalana,,
20206,0,Oaxaca,San Juan de los Cués,20206,0,San Juan de los Cués,,
20207,0,Oaxaca,San Juan Mazatlán,20207,0,San Juan Mazatlán,,
20208,0,Oaxaca,San Juan Mixtepec,20208,0,San Juan Mixtepec,,
20209,0,Oaxaca,San Juan Mixtepec,20209,0,San Juan Mixtepec,,
20210,0,Oaxaca,San Juan Ñumí,20210,0,San Juan Ñumí,,
20211,0,Oaxaca,San Juan Ozolotepec,20211,0,San Juan Ozolotepec,,
20212,0,Oaxaca,San Juan Petlapa,20212,0,San Juan Petlapa,,
20213,0,Oaxaca,San Juan Quiahije,20213,0,San Juan Quiahije,,
20214,0,Oaxaca,San Juan Quiotepec,20214,0,San Juan Quiotepec,,
20215,0,Oaxaca,San Juan Sayultepec,20215,0,San Juan Sayultepec,,
20216,0,Oaxaca,San Juan Tabaá,20216,0,San Juan Tabaá,,
20217,0,Oaxaca,San Juan Tamazola,20217,0,San Juan Tamazola,,
20218,0,Oaxaca,San Juan Teita,20218,0,San Juan Teita,,
20219,0,Oaxaca,San Juan Teitipac,20219,0,San Juan Teitipac,,
20220,0,Oaxaca,San Juan Tepeuxila,20220,0,San Juan Tepeuxila,,
20221,0,Oaxaca,San Juan Teposcolula,20221,0,San Juan Teposcolula,,
20222,0,Oaxaca,San Juan Yaeé,20222,0,San Juan Yaeé,,
20223,0,Oaxaca,San Juan Yatzona,20223,0,San Juan Yatzona,,
20224,0,Oaxaca,San Juan Yucuita,20224,0,San Juan Yucuita,,
20225,0,Oaxaca,San Lorenzo,20225,0,San Lorenzo,,
20226,0,Oaxaca,San Lorenzo Albarradas,20226,0,San Lorenzo Albarradas,,
20227,0,Oaxaca,San Lorenzo Cacaotepec,20227,0,San Lorenzo Cacaotepec,,
20228,0,Oaxaca,San Lorenzo Cuaunecuiltitla,20228,0,San Lorenzo Cuaunecuiltitla,,
20229,0,Oaxaca,San Lorenzo Texmelúcan,20229,0,San Lorenzo Texmelúcan,,
20230,0,Oaxaca,San Lorenzo Victoria,20230,0,San Lorenzo Victoria,,
20231,0,Oaxaca,San Lucas Camotlán,20231,0,San Lucas Camotlán,,
20232,0,Oaxaca,San Lucas Ojitlán,20232,0,San Lucas Ojitlán,,
20233,0,Oaxaca,San Lucas Quiaviní,20233,0,San Lucas Quiaviní,,
20234,0,Oaxaca,San Lucas Zoquiápam,20234,0,San Lucas Zoquiápam,,
20235,0,Oaxaca,San Luis Amatlán,20235,0,San Luis Amatlán,,
20236,0,Oaxaca,San Marcial Ozolotepec,20236,0,San Marcial Ozolotepec,,
20237,0,Oaxaca,San Marcos Arteaga,20237,0,San Marcos Arteaga,,
20238,0,Oaxaca,San Martín de los Cansecos,20238,0,San Martín de los Cansecos,,
20239,0,Oaxaca,San Martín Huamelúlpam,20239,0,San Martín Huamelúlpam,,
20240,0,Oaxaca,San Martín Itunyoso,20240,0,San Martín Itunyoso,,
20241,0,Oaxaca,San Martín Lachilá,20241,0,San Martín Lachilá,,
20242,0,Oaxaca,San Martín Peras,20242,0,San Martín Peras,,
20243,0,Oaxaca,San Martín Tilcajete,20243,0,San Martín Tilcajete,,
20244,0,Oaxaca,San Martín Toxpalan,20244,0,San Martín Toxpalan,,
20245,0,Oaxaca,San Martín Zacatepec,20245,0,San Martín Zacatepec,,
20246,0,Oaxaca,San Mateo Cajonos,20246,0,San Mateo Cajonos,,
20247,0,Oaxaca,Capulálpam de Méndez,20247,0,Capulálpam de Méndez,,
20248,0,Oaxaca,San Mateo del Mar,20248,0,San Mateo del Mar,,
20249,0,Oaxaca,San Mateo Yoloxochitlán,20249,0,San Mateo Yoloxochitlán,,
20250,0,Oaxaca,San Mateo Etlatongo,20250,0,San Mateo Etlatongo,,
20251,0,Oaxaca,San Mateo Nejápam,20251,0,San Mateo Nejápam,,
20252,0,Oaxaca,San Mateo Peñasco,20252,0,San Mateo Peñasco,,
20253,0,Oaxaca,San Mateo Piñas,20253,0,San Mateo Piñas,,
20254,0,Oaxaca,San Mateo Río Hondo,20254,0,San Mateo Río Hondo,,
20255,0,Oaxaca,San Mateo Sindihui,20255,0,San Mateo Sindihui,,
20256,0,Oaxaca,San Mateo Tlapiltepec,20256,0,San Mateo Tlapiltepec,,
20257,0,Oaxaca,San Melchor Betaza,20257,0,San Melchor Betaza,,
20258,0,Oaxaca,San Miguel Achiutla,20258,0,San Miguel Achiutla,,
20259,0,Oaxaca,San Miguel Ahuehuetitlán,20259,0,San Miguel Ahuehuetitlán,,
20260,0,Oaxaca,San Miguel Aloápam,20260,0,San Miguel Aloápam,,
20261,0,Oaxaca,San Miguel Amatitlán,20261,0,San Miguel Amatitlán,,
20262,0,Oaxaca,San Miguel Amatlán,20262,0,San Miguel Amatlán,,
20263,0,Oaxaca,San Miguel Coatlán,20263,0,San Miguel Coatlán,,
20264,0,Oaxaca,San Miguel Chicahua,20264,0,San Miguel Chicahua,,
20265,0,Oaxaca,San Miguel Chimalapa,20265,0,San Miguel Chimalapa,,
20266,0,Oaxaca,San Miguel del Puerto,20266,0,San Miguel del Puerto,,
20267,0,Oaxaca,San Miguel del Río,20267,0,San Miguel del Río,,
20268,0,Oaxaca,San Miguel Ejutla,20268,0,San Miguel Ejutla,,
20269,0,Oaxaca,San Miguel el Grande,20269,0,San Miguel el Grande,,
20270,0,Oaxaca,San Miguel Huautla,20270,0,San Miguel Huautla,,
20271,0,Oaxaca,San Miguel Mixtepec,20271,0,San Miguel Mixtepec,,
20272,0,Oaxaca,San Miguel Panixtlahuaca,20272,0,San Miguel Panixtlahuaca,,
20273,0,Oaxaca,San Miguel Peras,20273,0,San Miguel Peras,,
20274,0,Oaxaca,San Miguel Piedras,20274,0,San Miguel Piedras,,
20275,0,Oaxaca,San Miguel Quetzaltepec,20275,0,San Miguel Quetzaltepec,,
20276,0,Oaxaca,San Miguel Santa Flor,20276,0,San Miguel Santa Flor,,
20277,28,Oaxaca,Villa Sola de Vega,20277,28,Villa Sola de Vega,,
20278,21,Oaxaca,San Miguel Soyaltepec,20278,21,San Miguel Soyaltepec,,
20279,0,Oaxaca,San Miguel Suchixtepec,20279,0,San Miguel Suchixtepec,,
20280,0,Oaxaca,Villa Talea de Castro,20280,0,Villa Talea de Castro,,
20281,0,Oaxaca,San Miguel Tecomatlán,20281,0,San Miguel Tecomatlán,,
20282,0,Oaxaca,San Miguel Tenango,20282,0,San Miguel Tenango,,
20283,0,Oaxaca,San Miguel Tequixtepec,20283,0,San Miguel Tequixtepec,,
20284,0,Oaxaca,San Miguel Tilquiápam,20284,0,San Miguel Tilquiápam,,
20285,0,Oaxaca,San Miguel Tlacamama,20285,0,San Miguel Tlacamama,,
20286,0,Oaxaca,San Miguel Tlacotepec,20286,0,San Miguel Tlacotepec,,
20287,0,Oaxaca,San Miguel Tulancingo,20287,0,San Miguel Tulancingo,,
20288,0,Oaxaca,San Miguel Yotao,20288,0,San Miguel Yotao,,
20289,0,Oaxaca,San Nicolás,20289,0,San Nicolás,,
20290,0,Oaxaca,San Nicolás Hidalgo,20290,0,San Nicolás Hidalgo,,
20291,0,Oaxaca,San Pablo Coatlán,20291,0,San Pablo Coatlán,,
20292,0,Oaxaca,San Pablo Cuatro Venados,20292,0,San Pablo Cuatro Venados,,
20293,0,Oaxaca,San Pablo Etla,20293,0,San Pablo Etla,,
20294,0,Oaxaca,San Pablo Huitzo,20294,0,San Pablo Huitzo,,
20295,38,Oaxaca,San Pablo Huixtepec,20295,38,San Pablo Huixtepec,,
20296,0,Oaxaca,San Pablo Macuiltianguis,20296,0,San Pablo Macuiltianguis,,
20297,0,Oaxaca,San Pablo Tijaltepec,20297,0,San Pablo Tijaltepec,,
20298,0,Oaxaca,San Pablo Villa de Mitla,20298,0,San Pablo Villa de Mitla,,
20299,0,Oaxaca,San Pablo Yaganiza,20299,0,San Pablo Yaganiza,,
20300,0,Oaxaca,San Pedro Amuzgos,20300,0,San Pedro Amuzgos,,
20301,0,Oaxaca,San Pedro Apóstol,20301,0,San Pedro Apóstol,,
20302,0,Oaxaca,San Pedro Atoyac,20302,0,San Pedro Atoyac,,
20303,0,Oaxaca,San Pedro Cajonos,20303,0,San Pedro Cajonos,,
20304,0,Oaxaca,San Pedro Coxcaltepec Cántaros,20304,0,San Pedro Coxcaltepec Cántaros,,
20305,0,Oaxaca,San Pedro Comitancillo,20305,0,San Pedro Comitancillo,,
20306,0,Oaxaca,San Pedro el Alto,20306,0,San Pedro el Alto,,
20307,30,Oaxaca,San Pedro Huamelula,20307,30,San Pedro Huamelula,,
20308,0,Oaxaca,San Pedro Huilotepec,20308,0,San Pedro Huilotepec,,
20309,0,Oaxaca,San Pedro Ixcatlán,20309,0,San Pedro Ixcatlán,,
20310,0,Oaxaca,San Pedro Ixtlahuaca,20310,0,San Pedro Ixtlahuaca,,
20311,0,Oaxaca,San Pedro Jaltepetongo,20311,0,San Pedro Jaltepetongo,,
20312,0,Oaxaca,San Pedro Jicayán,20312,0,San Pedro Jicayán,,
20313,0,Oaxaca,San Pedro Jocotipac,20313,0,San Pedro Jocotipac,,
20314,0,Oaxaca,San Pedro Juchatengo,20314,0,San Pedro Juchatengo,,
20315,0,Oaxaca,San Pedro Mártir,20315,0,San Pedro Mártir,,
20316,0,Oaxaca,San Pedro Mártir Quiechapa,20316,0,San Pedro Mártir Quiechapa,,
20317,0,Oaxaca,San Pedro Mártir Yucuxaco,20317,0,San Pedro Mártir Yucuxaco,,
20318,58,Oaxaca,San Pedro Mixtepec,20318,58,San Pedro Mixtepec,,
20319,0,Oaxaca,San Pedro Mixtepec,20319,0,San Pedro Mixtepec,,
20320,0,Oaxaca,San Pedro Molinos,20320,0,San Pedro Molinos,,
20321,0,Oaxaca,San Pedro Nopala,20321,0,San Pedro Nopala,,
20322,0,Oaxaca,San Pedro Ocopetatillo,20322,0,San Pedro Ocopetatillo,,
20323,0,Oaxaca,San Pedro Ocotepec,20323,0,San Pedro Ocotepec,,
20324,78,Oaxaca,San Pedro Pochutla,20324,78,San Pedro Pochutla,,
20325,0,Oaxaca,San Pedro Quiatoni,20325,0,San Pedro Quiatoni,,
20326,0,Oaxaca,San Pedro Sochiápam,20326,0,San Pedro Sochiápam,,
20327,18,Oaxaca,San Pedro Tapanatepec,20327,18,San Pedro Tapanatepec,,
20328,0,Oaxaca,San Pedro Taviche,20328,0,San Pedro Taviche,,
20329,0,Oaxaca,San Pedro Teozacoalco,20329,0,San Pedro Teozacoalco,,
20330,0,Oaxaca,San Pedro Teutila,20330,0,San Pedro Teutila,,
20331,0,Oaxaca,San Pedro Tidaá,20331,0,San Pedro Tidaá,,
20332,0,Oaxaca,San Pedro Topiltepec,20332,0,San Pedro Topiltepec,,
20333,0,Oaxaca,San Pedro Totolápam,20333,0,San Pedro Totolápam,,
20334,26,Oaxaca,Villa de Tututepec,20334,26,Villa de Tututepec,,
20335,0,Oaxaca,San Pedro Yaneri,20335,0,San Pedro Yaneri,,
20336,0,Oaxaca,San Pedro Yólox,20336,0,San Pedro Yólox,,
20337,0,Oaxaca,San Pedro y San Pablo Ayutla,20337,0,San Pedro y San Pablo Ayutla,,
20338,0,Oaxaca,Villa de Etla,20338,0,Villa de Etla,,
20339,0,Oaxaca,San Pedro y San Pablo Teposcolula,20339,0,San Pedro y San Pablo Teposcolula,,
20340,0,Oaxaca,San Pedro y San Pablo Tequixtepec,20340,0,San Pedro y San Pablo Tequixtepec,,
20341,0,Oaxaca,San Pedro Yucunama,20341,0,San Pedro Yucunama,,
20342,0,Oaxaca,San Raymundo Jalpan,20342,0,San Raymundo Jalpan,,
20343,0,Oaxaca,San Sebastián Abasolo,20343,0,San Sebastián Abasolo,,
20344,0,Oaxaca,San Sebastián Coatlán,20344,0,San Sebastián Coatlán,,
20345,0,Oaxaca,San Sebastián Ixcapa,20345,0,San Sebastián Ixcapa,,
20346,0,Oaxaca,San Sebastián Nicananduta,20346,0,San Sebastián Nicananduta,,
20347,0,Oaxaca,San Sebastián Río Hondo,20347,0,San Sebastián Río Hondo,,
20348,0,Oaxaca,San Sebastián Tecomaxtlahuaca,20348,0,San Sebastián Tecomaxtlahuaca,,
20349,0,Oaxaca,San Sebastián Teitipac,20349,0,San Sebastián Teitipac,,
20350,0,Oaxaca,San Sebastián Tutla,20350,0,San Sebastián Tutla,,
20351,0,Oaxaca,San Simón Almolongas,20351,0,San Simón Almolongas,,
20352,0,Oaxaca,San Simón Zahuatlán,20352,0,San Simón Zahuatlán,,
20353,0,Oaxaca,Santa Ana,20353,0,Santa Ana,,
20354,0,Oaxaca,Santa Ana Ateixtlahuaca,20354,0,Santa Ana Ateixtlahuaca,,
20355,0,Oaxaca,Santa Ana Cuauhtémoc,20355,0,Santa Ana Cuauhtémoc,,
20356,0,Oaxaca,Santa Ana del Valle,20356,0,Santa Ana del Valle,,
20357,0,Oaxaca,Santa Ana Tavela,20357,0,Santa Ana Tavela,,
20358,0,Oaxaca,Santa Ana Tlapacoyan,20358,0,Santa Ana Tlapacoyan,,
20359,0,Oaxaca,Santa Ana Yareni,20359,0,Santa Ana Yareni,,
20360,0,Oaxaca,Santa Ana Zegache,20360,0,Santa Ana Zegache,,
20361,0,Oaxaca,Santa Catalina Quierí,20361,0,Santa Catalina Quierí,,
20362,0,Oaxaca,Santa Catarina Cuixtla,20362,0,Santa Catarina Cuixtla,,
20363,0,Oaxaca,Santa Catarina Ixtepeji,20363,0,Santa Catarina Ixtepeji,,
20364,19,Oaxaca,Santa Catarina Juquila,20364,19,Santa Catarina Juquila,,
20365,0,Oaxaca,Santa Catarina Lachatao,20365,0,Santa Catarina Lachatao,,
20366,0,Oaxaca,Santa Catarina Loxicha,20366,0,Santa Catarina Loxicha,,
20367,0,Oaxaca,Santa Catarina Mechoacán,20367,0,Santa Catarina Mechoacán,,
20368,0,Oaxaca,Santa Catarina Minas,20368,0,Santa Catarina Minas,,
20369,0,Oaxaca,Santa Catarina Quiané,20369,0,Santa Catarina Quiané,,
20370,0,Oaxaca,Santa Catarina Tayata,20370,0,Santa Catarina Tayata,,
20371,0,Oaxaca,Santa Catarina Ticuá,20371,0,Santa Catarina Ticuá,,
20372,0,Oaxaca,Santa Catarina Yosonotú,20372,0,Santa Catarina Yosonotú,,
20373,0,Oaxaca,Santa Catarina Zapoquila,20373,0,Santa Catarina Zapoquila,,
20374,0,Oaxaca,Santa Cruz Acatepec,20374,0,Santa Cruz Acatepec,,
20375,0,Oaxaca,Santa Cruz Amilpas,20375,0,Santa Cruz Amilpas,,
20376,0,Oaxaca,Santa Cruz de Bravo,20376,0,Santa Cruz de Bravo,,
20377,0,Oaxaca,Santa Cruz Itundujia,20377,0,Santa Cruz Itundujia,,
20378,0,Oaxaca,Santa Cruz Mixtepec,20378,0,Santa Cruz Mixtepec,,
20379,0,Oaxaca,Santa Cruz Nundaco,20379,0,Santa Cruz Nundaco,,
20380,0,Oaxaca,Santa Cruz Papalutla,20380,0,Santa Cruz Papalutla,,
20381,0,Oaxaca,Santa Cruz Tacache de Mina,20381,0,Santa Cruz Tacache de Mina,,
20382,0,Oaxaca,Santa Cruz Tacahua,20382,0,Santa Cruz Tacahua,,
20383,0,Oaxaca,Santa Cruz Tayata,20383,0,Santa Cruz Tayata,,
20384,0,Oaxaca,Santa Cruz Xitla,20384,0,Santa Cruz Xitla,,
20385,2,Oaxaca,Santa Cruz Xoxocotlán,20385,2,Santa Cruz Xoxocotlán,,
20386,0,Oaxaca,Santa Cruz Zenzontepec,20386,0,Santa Cruz Zenzontepec,,
20387,0,Oaxaca,Santa Gertrudis,20387,0,Santa Gertrudis,,
20388,0,Oaxaca,Santa Inés del Monte,20388,0,Santa Inés del Monte,,
20389,0,Oaxaca,Santa Inés Yatzeche,20389,0,Santa Inés Yatzeche,,
20390,4,Oaxaca,Santa Lucía del Camino,20390,4,Santa Lucía del Camino,,
20391,0,Oaxaca,Santa Lucía Miahuatlán,20391,0,Santa Lucía Miahuatlán,,
20392,0,Oaxaca,Santa Lucía Monteverde,20392,0,Santa Lucía Monteverde,,
20393,0,Oaxaca,Santa Lucía Ocotlán,20393,0,Santa Lucía Ocotlán,,
20394,0,Oaxaca,Santa María Alotepec,20394,0,Santa María Alotepec,,
20395,0,Oaxaca,Santa María Apazco,20395,0,Santa María Apazco,,
20396,0,Oaxaca,Santa María la Asunción,20396,0,Santa María la Asunción,,
20397,33,Oaxaca,Heroica Ciudad de Tlaxiaco,20397,33,Heroica Ciudad de Tlaxiaco,,
20398,0,Oaxaca,Ayoquezco de Aldama,20398,0,Ayoquezco de Aldama,,
20399,0,Oaxaca,Santa María Atzompa,20399,0,Santa María Atzompa,,
20400,0,Oaxaca,Santa María Camotlán,20400,0,Santa María Camotlán,,
20401,0,Oaxaca,Santa María Colotepec,20401,0,Santa María Colotepec,,
20402,0,Oaxaca,Santa María Cortijo,20402,0,Santa María Cortijo,,
20403,0,Oaxaca,Santa María Coyotepec,20403,0,Santa María Coyotepec,,
20404,0,Oaxaca,Santa María Chachoápam,20404,0,Santa María Chachoápam,,
20405,0,Oaxaca,Villa de Chilapa de Díaz,20405,0,Villa de Chilapa de Díaz,,
20406,0,Oaxaca,Santa María Chilchotla,20406,0,Santa María Chilchotla,,
20407,0,Oaxaca,Santa María Chimalapa,20407,0,Santa María Chimalapa,,
20408,0,Oaxaca,Santa María del Rosario,20408,0,Santa María del Rosario,,
20409,0,Oaxaca,Santa María del Tule,20409,0,Santa María del Tule,,
20410,0,Oaxaca,Santa María Ecatepec,20410,0,Santa María Ecatepec,,
20411,0,Oaxaca,Santa María Guelacé,20411,0,Santa María Guelacé,,
20412,0,Oaxaca,Santa María Guienagati,20412,0,Santa María Guienagati,,
20413,83,Oaxaca,Santa María Huatulco,20413,83,Santa María Huatulco,,
20414,0,Oaxaca,Santa María Huazolotitlán,20414,0,Santa María Huazolotitlán,,
20415,0,Oaxaca,Santa María Ipalapa,20415,0,Santa María Ipalapa,,
20416,0,Oaxaca,Santa María Ixcatlán,20416,0,Santa María Ixcatlán,,
20417,0,Oaxaca,Santa María Jacatepec,20417,0,Santa María Jacatepec,,
20418,0,Oaxaca,Santa María Jalapa del Marqués,20418,0,Santa María Jalapa del Marqués,,
20419,0,Oaxaca,Santa María Jaltianguis,20419,0,Santa María Jaltianguis,,
20420,0,Oaxaca,Santa María Lachixío,20420,0,Santa María Lachixío,,
20421,0,Oaxaca,Santa María Mixtequilla,20421,0,Santa María Mixtequilla,,
20422,0,Oaxaca,Santa María Nativitas,20422,0,Santa María Nativitas,,
20423,0,Oaxaca,Santa María Nduayaco,20423,0,Santa María Nduayaco,,
20424,0,Oaxaca,Santa María Ozolotepec,20424,0,Santa María Ozolotepec,,
20425,0,Oaxaca,Santa María Pápalo,20425,0,Santa María Pápalo,,
20426,0,Oaxaca,Santa María Peñoles,20426,0,Santa María Peñoles,,
20427,0,Oaxaca,Santa María Petapa,20427,0,Santa María Petapa,,
20428,0,Oaxaca,Santa María Quiegolani,20428,0,Santa María Quiegolani,,
20429,0,Oaxaca,Santa María Sola,20429,0,Santa María Sola,,
20430,0,Oaxaca,Santa María Tataltepec,20430,0,Santa María Tataltepec,,
20431,0,Oaxaca,Santa María Tecomavaca,20431,0,Santa María Tecomavaca,,
20432,0,Oaxaca,Santa María Temaxcalapa,20432,0,Santa María Temaxcalapa,,
20433,0,Oaxaca,Santa María Temaxcaltepec,20433,0,Santa María Temaxcaltepec,,
20434,0,Oaxaca,Santa María Teopoxco,20434,0,Santa María Teopoxco,,
20435,0,Oaxaca,Santa María Tepantlali,20435,0,Santa María Tepantlali,,
20436,0,Oaxaca,Santa María Texcatitlán,20436,0,Santa María Texcatitlán,,
20437,0,Oaxaca,Santa María Tlahuitoltepec,20437,0,Santa María Tlahuitoltepec,,
20438,0,Oaxaca,Santa María Tlalixtac,20438,0,Santa María Tlalixtac,,
20439,0,Oaxaca,Santa María Tonameca,20439,0,Santa María Tonameca,,
20440,0,Oaxaca,Santa María Totolapilla,20440,0,Santa María Totolapilla,,
20441,0,Oaxaca,Santa María Xadani,20441,0,Santa María Xadani,,
20442,0,Oaxaca,Santa María Yalina,20442,0,Santa María Yalina,,
20443,0,Oaxaca,Santa María Yavesía,20443,0,Santa María Yavesía,,
20444,0,Oaxaca,Santa María Yolotepec,20444,0,Santa María Yolotepec,,
20445,0,Oaxaca,Santa María Yosoyúa,20445,0,Santa María Yosoyúa,,
20446,0,Oaxaca,Santa María Yucuhiti,20446,0,Santa María Yucuhiti,,
20447,0,Oaxaca,Santa María Zacatepec,20447,0,Santa María Zacatepec,,
20448,0,Oaxaca,Santa María Zaniza,20448,0,Santa María Zaniza,,
20449,0,Oaxaca,Santa María Zoquitlán,20449,0,Santa María Zoquitlán,,
20450,0,Oaxaca,Santiago Amoltepec,20450,0,Santiago Amoltepec,,
20451,0,Oaxaca,Santiago Apoala,20451,0,Santiago Apoala,,
20452,0,Oaxaca,Santiago Apóstol,20452,0,Santiago Apóstol,,
20453,0,Oaxaca,Santiago Astata,20453,0,Santiago Astata,,
20454,0,Oaxaca,Santiago Atitlán,20454,0,Santiago Atitlán,,
20455,0,Oaxaca,Santiago Ayuquililla,20455,0,Santiago Ayuquililla,,
20456,0,Oaxaca,Santiago Cacaloxtepec,20456,0,Santiago Cacaloxtepec,,
20457,0,Oaxaca,Santiago Camotlán,20457,0,Santiago Camotlán,,
20458,0,Oaxaca,Santiago Comaltepec,20458,0,Santiago Comaltepec,,
20459,0,Oaxaca,Villa de Santiago Chazumba,20459,0,Villa de Santiago Chazumba,,
20460,0,Oaxaca,Santiago Choápam,20460,0,Santiago Choápam,,
20461,0,Oaxaca,Santiago del Río,20461,0,Santiago del Río,,
20462,0,Oaxaca,Santiago Huajolotitlán,20462,0,Santiago Huajolotitlán,,
20463,0,Oaxaca,Santiago Huauclilla,20463,0,Santiago Huauclilla,,
20464,0,Oaxaca,Santiago Ihuitlán Plumas,20464,0,Santiago Ihuitlán Plumas,,
20465,0,Oaxaca,Santiago Ixcuintepec,20465,0,Santiago Ixcuintepec,,
20466,0,Oaxaca,Santiago Ixtayutla,20466,0,Santiago Ixtayutla,,
20467,34,Oaxaca,Santiago Jamiltepec,20467,34,Santiago Jamiltepec,,
20468,0,Oaxaca,Santiago Jocotepec,20468,0,Santiago Jocotepec,,
20469,20,Oaxaca,Santiago Juxtlahuaca,20469,20,Santiago Juxtlahuaca,,
20470,0,Oaxaca,Santiago Lachiguiri,20470,0,Santiago Lachiguiri,,
20471,0,Oaxaca,Santiago Lalopa,20471,0,Santiago Lalopa,,
20472,0,Oaxaca,Santiago Laollaga,20472,0,Santiago Laollaga,,
20473,0,Oaxaca,Santiago Laxopa,20473,0,Santiago Laxopa,,
20474,0,Oaxaca,Santiago Llano Grande,20474,0,Santiago Llano Grande,,
20475,0,Oaxaca,Santiago Matatlán,20475,0,Santiago Matatlán,,
20476,0,Oaxaca,Santiago Miltepec,20476,0,Santiago Miltepec,,
20477,0,Oaxaca,Santiago Minas,20477,0,Santiago Minas,,
