CLAVE_CLIENTE,UNIDAD_NEGOCIO,EMISORA_FONDO,CATEGORIA_OP,DESC_CE_FINANCIERO,SALDO_CONTRATO,SALDO_CLIENTE,DESC_TIPO_PERS,STATUS_BE
93773851,BANCO,ACTIREN,FONDO,EDO MEX VALLE DORADO,1241051.61,1241051.61,PERSONA FISICA,#N/A
94945755,BANCO,MAXIMO,FONDO,QRO JURICA,85939.41,85939.41,PERSONA FISICA,#N/A
92740786,BANCO,ACTVIDA,FONDO,EDO MEX TECAMACHALCO,20667.82,20667.82,PERSONA FISICA,#N/A
94875606,BANCO,ALTERNA,FONDO,GTO SMA PLAZA LUCIERNAGA,1871101.81,2423136.57,PERSONA FISICA,#N/A
95101465,BANCO,ACTIMED,FONDO,JAL CHAPALA AJIJIC,308599.89,308599.89,PERSONA FISICA,#N/A
96105515,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,60111.77,60111.77,PERSONA FISICA,ENROLADO
93851293,BANCO,MAYA,FONDO,PERSONAL ACTINVER,73089.07,460864.27,PERSONA FISICA,#N/A
96074281,BANCO,ACTIMED,FONDO,JAL ZAPOPAN ANDARES BANCO,316693.69,316693.69,PERSONA FISICA,#N/A
92056415,BANCO,ACTIMED,FONDO,CD MX SANTA FE BANCO PB,1426683.79,1426683.79,PERSONA FISICA,#N/A
93751220,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,69364.61,69630.42,PERSONA FISICA,#N/A
93691103,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,1214164.99,1215116.39,PERSONA FISICA,#N/A
92105485,BANCO,ACTIREN,FONDO,CD MX MONTES URALES,104959.62,104959.62,PERSONA FISICA,ENROLADO
91291757,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,2911.78,0,PERSONA FISICA,#N/A
90471574,BANCO,ACTICOB,FONDO,CD MX MONTES URALES,239545.36,239545.36,PERSONA FISICA,ENROLADO
95584645,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,57879.8,57879.8,PERSONA FISICA,#N/A
95530127,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,22455.47,25871.47,PERSONA FISICA,#N/A
93809002,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,204506.24,204506.24,PERSONA FISICA,#N/A
92711563,BANCO,ACTIREN,FONDO,CD MX SANTA FE BANCO PB,2857069.07,3336123.78,PERSONA MORAL,#N/A
94170354,BANCO,IMPULSA,FONDO,CD MX TERRAZA PEDREGAL,188272.21,785015.76,PERSONA FISICA,#N/A
93640985,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,333899.84,333899.84,PERSONA FISICA,ENROLADO
93550184,BANCO,IMPULSA,FONDO,JAL MARINA VALLARTA,461141.5,461141.5,PERSONA FISICA,ENROLADO
92419050,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,580545.7,813586.74,PERSONA FISICA,#N/A
95162954,BANCO,ALTERNA,FONDO,CD MX ALTAVISTA,394706.35,394706.35,PERSONA FISICA,ENROLADO
92904853,BANCO,ALTERNA,FONDO,CD MX TERRAZA PEDREGAL,215933.82,215933.82,PERSONA FISICA,ENROLADO
91413716,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,1783849.04,1783849.04,PERSONA FISICA,#N/A
95276531,BANCO,ACTIMED,FONDO,EDO MEX SATELITE,4433595.26,4433595.26,PERSONA FISICA,#N/A
93737609,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,325265.6,325265.6,PERSONA FISICA,#N/A
91932111,BANCO,ACTIMED,FONDO,CD MX XOLA,38228.21,38228.21,PERSONA FISICA,ENROLADO
92311257,BANCO,ALTERNA,FONDO,JAL ZAPOPAN MARIANO OTERO,177774.08,177774.08,PERSONA FISICA,#N/A
91302844,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,394892.11,394892.11,PERSONA FISICA,#N/A
92003342,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,136428.39,136428.39,PERSONA FISICA,ENROLADO
93943017,BANCO,ACTIREN,FONDO,EDO MEX SATELITE,635281.27,1214756.59,PERSONA FISICA,#N/A
93539567,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,89817.44,456732.32,PERSONA FISICA,#N/A
91299198,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,2452.5,2452.5,PERSONA FISICA,#N/A
95567152,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,1284296.88,1284296.88,PERSONA FISICA,#N/A
93435840,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,77188.01,77188.01,PERSONA FISICA,#N/A
95307500,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,217872.46,432161.13,PERSONA FISICA,#N/A
94975414,BANCO,ALTERNA,FONDO,CD MX TERRAZA PEDREGAL,566564.65,566564.65,PERSONA FISICA,#N/A
91569277,BANCO,ACTICRE,FONDO,JAL MARINA VALLARTA,901499.89,901499.89,PERSONA FISICA,#N/A
94827755,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,1029330.79,1089363.09,PERSONA FISICA,#N/A
91013441,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,100000,100000,PERSONA FISICA,#N/A
90002429,BANCO,IMPULSA,FONDO,QRO QUERETARO BERNARDO QUINTANA,139814.34,1870607.18,PERSONA FISICA,#N/A
93947976,BANCO,ACTICOB,FONDO,PERSONAL ACTINVER,26923.72,66318.99,PERSONA FISICA,#N/A
96055835,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,57536.52,57536.52,PERSONA FISICA,#N/A
95665469,BANCO,ACTIREN,FONDO,CD MX ALTAVISTA,135035,135035,PERSONA MORAL,#N/A
95101143,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,76322.27,76322.67,PERSONA FISICA,#N/A
93593788,BANCO,ACTICOB,FONDO,JAL GDL ARCOS VALLARTA,290051.95,295255.26,PERSONA FISICA,ENROLADO
95898938,BANCO,ACTI500,FONDO,CD MX XOLA,110054.97,110054.97,PERSONA FISICA,ENROLADO
92663228,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,2383277.59,2383277.59,PERSONA FISICA,#N/A
93543304,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,289397.32,289397.32,PERSONA FISICA,#N/A
93805943,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,892706.68,892706.68,PERSONA FISICA,#N/A
94266541,BANCO,ACTICOB,FONDO,EDO MEX TECAMACHALCO,156728.83,156728.83,PERSONA FISICA,#N/A
95737532,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,200632.53,200632.53,PERSONA FISICA,ENROLADO
92013242,BANCO,IMPULSA,FONDO,CD MX JULIO VERNE POLANCO,525078.16,525078.16,PERSONA FISICA,#N/A
92528454,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,284006.05,284006.05,PERSONA FISICA,#N/A
95748315,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,95111.41,95111.41,PERSONA FISICA,#N/A
93157311,BANCO,ORION,FONDO,EDO MEX SATELITE,850643.7,850643.7,PERSONA FISICA,#N/A
92897362,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,50330.94,50330.94,PERSONA FISICA,#N/A
94014651,BANCO,ACTIREN,FONDO,JAL ZAPOPAN MARIANO OTERO,955768.06,955768.06,PERSONA FISICA,#N/A
92370501,BANCO,ACTVIDA,FONDO,EDO MEX METEPEC PLAZA IZAR,150644.58,150644.58,PERSONA FISICA,ENROLADO
90472606,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,519488.5,519488.5,PERSONA FISICA,ENROLADO
92008382,BANCO,ACTIMED,FONDO,CD MX XOLA,44064.74,44064.74,PERSONA FISICA,ENROLADO
95526000,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,313012.1,313012.1,PERSONA FISICA,ENROLADO
94025962,BANCO,ACTIMED,FONDO,JAL GDL PLAZA MEXICO,583075.52,583075.52,PERSONA FISICA,#N/A
94358876,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,7567.52,7567.52,PERSONA FISICA,#N/A
95250676,BANCO,ACTIMED,FONDO,JAL CHAPALA AJIJIC,151795.81,151795.81,PERSONA FISICA,ENROLADO
92557883,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,353115.49,353115.49,PERSONA FISICA,ENROLADO
92769637,BANCO,ALTERNA,FONDO,PUE CHOLULA CITY ANGELOPOLIS,784971.38,784971.38,PERSONA FISICA,#N/A
92297613,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,654641.47,654641.47,PERSONA FISICA,#N/A
95687604,BANCO,ALTERNA,FONDO,PUE CHOLULA CITY ANGELOPOLIS,462609.44,462609.44,PERSONA FISICA,ENROLADO
90898297,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,118799.96,118799.96,PERSONA FISICA,ENROLADO
93764553,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,68550.51,68550.51,PERSONA FISICA,ENROLADO
92442466,BANCO,ACTIREN,FONDO,CD MX MONTES URALES (CORPORATIVO),735.07,735.07,PERSONA MORAL,#N/A
93533214,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,125606.49,125608.2,PERSONA FISICA,#N/A
93117380,BANCO,ACTI500,FONDO,CD MX SANTA FE BANCO PB,885237.99,885237.99,PERSONA FISICA,#N/A
93626281,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,608299.67,608299.67,PERSONA FISICA,#N/A
93911394,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,45627.53,58101.21,PERSONA FISICA,#N/A
95541538,BANCO,ACTIMED,FONDO,CD MX JULIO VERNE POLANCO,398829.77,398829.77,PERSONA FISICA,ENROLADO
91734855,BANCO,ACTIREN,FONDO,EDO MEX GT LOMAS VERDES,741085.9,741085.9,PERSONA FISICA,#N/A
95745113,BANCO,ALTERNA,FONDO,QRO QUERETARO BERNARDO QUINTANA,208501.54,208501.54,PERSONA FISICA,#N/A
92439637,BANCO,ACTVIDA,FONDO,CD MX ALTAVISTA,67217.35,67217.35,PERSONA FISICA,ENROLADO
94022050,BANCO,ALTERNA,FONDO,CD MX TERRAZA PEDREGAL,139068.06,139068.06,PERSONA FISICA,#N/A
93582989,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,102383.53,102383.53,PERSONA FISICA,#N/A
94159290,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,679317.58,679317.58,PERSONA FISICA,#N/A
95578340,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,174727.64,174727.64,PERSONA FISICA,ENROLADO
94418019,BANCO,ALTERNA,FONDO,CD MX SANTA FE GLEZ CAMARENA,745155.49,745155.49,PERSONA FISICA,#N/A
95480737,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,24581.56,24581.56,PERSONA FISICA,#N/A
90140740,BANCO,ACTIMED,FONDO,CD MX LINDAVISTA,1076441.41,2090644.47,PERSONA FISICA,#N/A
95943403,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,2701.09,2701.09,PERSONA FISICA,#N/A
95602132,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,4502.7,4502.7,PERSONA FISICA,#N/A
93796860,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,136152.76,136152.76,PERSONA FISICA,#N/A
90416819,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,908729.46,908729.46,PERSONA FISICA,#N/A
92027663,BANCO,ALTERNA,FONDO,EDO MEX SATELITE,216278.29,216278.29,PERSONA FISICA,ENROLADO
93427896,BANCO,ACTICOB,FONDO,EDO MEX GT LOMAS VERDES,770769.08,770769.08,PERSONA FISICA,#N/A
93928596,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,200352.21,273543.55,PERSONA FISICA,#N/A
92106996,BANCO,ACTI500,FONDO,CD MX LINDAVISTA,1196754.68,1196754.68,PERSONA FISICA,#N/A
95308219,BANCO,DINAMO,FONDO,JAL ZAPOPAN MARIANO OTERO,505857.86,505857.86,PERSONA FISICA,ENROLADO
94879012,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,2609921.51,2609921.51,PERSONA FISICA,#N/A
94235611,BANCO,ALTERNA,FONDO,MICH MOR AV LAZARO CARDENAS,122011.76,122011.76,PERSONA FISICA,#N/A
94905833,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,52712.97,52712.97,PERSONA FISICA,#N/A
93563401,BANCO,ACTIREN,FONDO,CD MX SANTA FE BANCO PB,437611.93,437611.93,PERSONA FISICA,#N/A
91618298,BANCO,ALTERNA,FONDO,JAL ZAPOPAN PLAZA PATRIA,161455.89,161455.89,PERSONA FISICA,#N/A
90640152,BANCO,ACTICOB,FONDO,JAL ZAPOPAN PLAZA PATRIA,365077.04,365077.04,PERSONA FISICA,ENROLADO
93623171,BANCO,ACTIMED,FONDO,CD MX JULIO VERNE POLANCO,1407509.53,3773808.35,PERSONA FISICA,#N/A
93760155,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,2549262.98,2549262.98,PERSONA FISICA,#N/A
94699279,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,529322.87,529322.87,PERSONA FISICA,#N/A
93789089,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,160151.55,160151.55,PERSONA FISICA,#N/A
95204087,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,15698.93,15698.93,PERSONA FISICA,#N/A
95312971,BANCO,ALTERNA,FONDO,EDO MEX SATELITE,75782.56,75782.56,PERSONA FISICA,ENROLADO
92801885,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,246612.47,246612.47,PERSONA FISICA,#N/A
91080028,BANCO,ALTERNA,FONDO,JAL ZAPOPAN PLAZA PATRIA,875317.27,875317.27,PERSONA FISICA,#N/A
92233980,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,21504.89,21504.89,PERSONA FISICA,#N/A
93947976,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,38285.5,64876.32,PERSONA FISICA,#N/A
95591525,BANCO,ACTVIDA,FONDO,JAL GDL FORUM TLAQUEPAQUE,203115.99,203115.99,PERSONA FISICA,#N/A
94971504,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,122562.51,122562.51,PERSONA FISICA,#N/A
93902534,BANCO,ACTIMED,FONDO,EDO MEX SATELITE,16057.22,16057.22,PERSONA FISICA,ENROLADO
95927331,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,35091.58,35091.58,PERSONA FISICA,#N/A
94820032,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,107119.04,107119.04,PERSONA FISICA,ENROLADO
95231031,BANCO,ACTIMED,FONDO,EDO MEX TECAMACHALCO,224945.68,224945.68,PERSONA FISICA,ENROLADO
92841675,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,264958.87,264958.87,PERSONA FISICA,#N/A
94864949,BANCO,ALTERNA,FONDO,GTO SMA CENTRO,809755.14,809755.14,PERSONA FISICA,#N/A
96156757,BANCO,ACTIMED,FONDO,JAL GDL PLAZA MEXICO,231053.63,231053.63,PERSONA FISICA,#N/A
96023965,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,165855.33,165855.33,PERSONA FISICA,ENROLADO
91964031,BANCO,ACTIMED,FONDO,JAL MARINA VALLARTA,1591981.74,1591981.74,PERSONA FISICA,#N/A
93657708,BANCO,ACTIMED,FONDO,CD MX ALTAVISTA,273964.73,273964.73,PERSONA FISICA,#N/A
91902072,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,103937.84,103937.84,PERSONA FISICA,ENROLADO
91290833,BANCO,ACTIREN,FONDO,JAL ZAPOPAN ANDARES BANCO,303041.59,303041.59,PERSONA FISICA,#N/A
93481745,BANCO,ACTIREN,FONDO,JAL ZAPOPAN PLAZA PATRIA,212831,212831,PERSONA FISICA,#N/A
93874626,BANCO,SURPAT,FONDO,CD MX SANTA FE GLEZ CAMARENA,1555969.09,1555969.09,PERSONA FISICA,#N/A
90845595,BANCO,ACTICOB,FONDO,JAL ZAPOPAN MARIANO OTERO,86505.36,86505.36,PERSONA FISICA,ENROLADO
90558842,BANCO,ACTI500,FONDO,CD MX SANTA FE GLEZ CAMARENA,151505.98,151505.98,PERSONA FISICA,ENROLADO
91493684,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,500438.38,500438.38,PERSONA FISICA,#N/A
95894010,BANCO,ACTIMED,FONDO,CD MX LINDAVISTA,924799.39,1728354.76,PERSONA FISICA,#N/A
91284810,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,576075.53,576075.53,PERSONA FISICA,ENROLADO
95980124,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,90846.84,106298.66,PERSONA FISICA,#N/A
94586161,BANCO,ACTIMED,FONDO,EDO MEX METEPEC PLAZA IZAR,208941.77,208941.77,PERSONA FISICA,#N/A
91399519,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,84892.76,84892.76,PERSONA FISICA,#N/A
93097624,BANCO,ACTICRE,FONDO,CD MX MONTES URALES (CORPORATIVO),308228.24,308228.24,PERSONA FISICA,#N/A
94062981,BANCO,PROTEGE,FONDO,QRO JURICA,352079.97,352079.97,PERSONA FISICA,#N/A
92977222,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN PLAZA PATRIA,117392.27,117392.27,PERSONA FISICA,#N/A
94086121,BANCO,ACTICRE,FONDO,AGS AGUASCALIENTES NTE 509,781417.53,1090597.76,PERSONA FISICA,#N/A
90561325,BANCO,ACTIREN,FONDO,CD MX SANTA FE BANCO PB,4922220.8,4922220.8,PERSONA FISICA,#N/A
95652491,BANCO,ALTERNA,FONDO,CD MX TERRAZA PEDREGAL,396220.51,396220.51,PERSONA FISICA,ENROLADO
93624294,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,1743039.55,1743039.55,PERSONA FISICA,ENROLADO
92552702,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,66433.51,66433.51,PERSONA FISICA,#N/A
93534386,BANCO,ACTIGOB,FONDO,JAL ZAPOPAN PLAZA PATRIA,93965.23,527534.24,PERSONA FISICA,#N/A
93806198,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,390885.22,585543.59,PERSONA FISICA,#N/A
92118892,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,348128.08,348128.08,PERSONA FISICA,#N/A
91352617,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,151498.52,151498.53,PERSONA FISICA,#N/A
91683128,BANCO,EVEREST,FONDO,JAL ZAPOPAN MARIANO OTERO,51567.08,51567.08,PERSONA FISICA,#N/A
93855120,BANCO,ACTIREN,FONDO,CD MX PATIO UNIVERSIDAD,86169.58,86169.58,PERSONA FISICA,ENROLADO
92245430,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,467039.72,467039.72,PERSONA FISICA,ENROLADO
95729968,BANCO,ACTVIDA,FONDO,JAL GDL FORUM TLAQUEPAQUE,200539.53,200539.53,PERSONA FISICA,ENROLADO
93038701,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,170532.18,170532.18,PERSONA FISICA,#N/A
94242450,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,1662.2,1662.2,PERSONA FISICA,#N/A
92197144,BANCO,MAXIMO,FONDO,PERSONAL ACTINVER,167315.58,167315.58,PERSONA FISICA,#N/A
94017274,BANCO,ACTIMED,FONDO,CD MX XOLA,131803.2,131803.2,PERSONA FISICA,#N/A
91626010,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,3087.59,4.84,PERSONA FISICA,#N/A
95160966,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,183928.84,185699.27,PERSONA FISICA,ENROLADO
94690484,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,47787.39,47787.39,PERSONA FISICA,#N/A
93524478,BANCO,MAXIMO,FONDO,PERSONAL ACTINVER,541822.47,541822.47,PERSONA FISICA,#N/A
92811728,BANCO,ACTIPLU,FONDO,CD MX PATIO UNIVERSIDAD,133198.66,133198.66,PERSONA FISICA,ENROLADO
91575704,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,82327.92,82327.92,PERSONA FISICA,#N/A
92384536,BANCO,ACTVIDA,FONDO,CD MX MONTES URALES,48173.31,48173.31,PERSONA FISICA,#N/A
93492197,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,41642.68,41642.68,PERSONA FISICA,#N/A
95884953,BANCO,ACTIMED,FONDO,JAL GDL FORUM TLAQUEPAQUE,830430.4,830430.4,PERSONA FISICA,#N/A
94119229,BANCO,MAXIMO,FONDO,EDO MEX SATELITE,558971.76,558971.76,PERSONA FISICA,#N/A
90574484,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,7002.47,7002.47,PERSONA FISICA,#N/A
93370179,BANCO,ACTIMED,FONDO,CD MX MONTES URALES (CORPORATIVO),1015727.34,1015727.34,PERSONA FISICA,#N/A
93872026,BANCO,MAXIMO,FONDO,PERSONAL ACTINVER,2079331.71,2099805.93,PERSONA FISICA,#N/A
90048802,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,98760.96,98760.96,PERSONA FISICA,#N/A
91886564,BANCO,ACTIMED,FONDO,CD MX SANTA FE GLEZ CAMARENA,2232.11,2232.11,PERSONA FISICA,#N/A
91164764,BANCO,DINAMO,FONDO,CD MX PATIO UNIVERSIDAD,229231.24,229231.24,PERSONA FISICA,ENROLADO
92748888,BANCO,ACTIMED,FONDO,CD MX LINDAVISTA,707974.25,707974.25,PERSONA FISICA,#N/A
93676872,BANCO,IMPULSA,FONDO,JAL GDL FORUM TLAQUEPAQUE,70113.66,70579.63,PERSONA FISICA,ENROLADO
92199462,BANCO,ACTIPLU,FONDO,CD MX XOLA,36369.24,36369.24,PERSONA FISICA,#N/A
90576190,BANCO,ACTIREN,FONDO,JAL ZAPOPAN MARIANO OTERO,1241387.39,1241387.39,PERSONA FISICA,#N/A
95114294,BANCO,ACTICOB,FONDO,JAL MARINA VALLARTA,294732.53,294732.53,PERSONA FISICA,#N/A
92167972,BANCO,ALTERNA,FONDO,CD MX TERRAZA PEDREGAL,225137.47,225137.47,PERSONA FISICA,ENROLADO
95170023,BANCO,ALTERNA,FONDO,CD MX LINDAVISTA,125661.91,125661.91,PERSONA FISICA,ENROLADO
94010089,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,226847.92,226847.92,PERSONA FISICA,ENROLADO
94122983,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,135795.39,135795.39,PERSONA FISICA,#N/A
91679357,BANCO,ACTIMED,FONDO,CD MX SANTA FE GLEZ CAMARENA,870103.89,870103.89,PERSONA FISICA,#N/A
94960184,BANCO,ACTIMED,FONDO,EDO MEX TECAMACHALCO,644265.86,644265.86,PERSONA FISICA,ENROLADO
92530575,BANCO,EVEREST,FONDO,CD MX PATIO UNIVERSIDAD,6602.6,6602.6,PERSONA FISICA,#N/A
96094511,BANCO,ACTIMED,FONDO,CD MX JULIO VERNE POLANCO,9042.04,9042.04,PERSONA FISICA,ENROLADO
91808840,BANCO,ALTERNA,FONDO,EDO MEX TECAMACHALCO,582475.4,582475.4,PERSONA FISICA,ENROLADO
92052836,BANCO,ACTVIDA,FONDO,JAL CHAPALA AJIJIC,1612.8,1612.8,PERSONA FISICA,#N/A
92118884,BANCO,ACTIREN,FONDO,CD MX ALTAVISTA,500543.06,500543.06,PERSONA FISICA,#N/A
93201762,BANCO,ALTERNA,FONDO,CD MX SANTA FE GLEZ CAMARENA,3690229.25,3690229.25,PERSONA FISICA,#N/A
94764214,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,166933,166933,PERSONA FISICA,#N/A
91637223,BANCO,DINAMO,FONDO,PUE CHOLULA CITY ANGELOPOLIS,176109.94,176109.94,PERSONA FISICA,ENROLADO
95653002,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,327146.21,327146.21,PERSONA FISICA,ENROLADO
91960989,BANCO,ACTIREN,FONDO,CD MX SANTA FE GLEZ CAMARENA,1205945.85,1205945.85,PERSONA FISICA,#N/A
93516482,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,26008853.7,26008853.7,PERSONA MORAL,#N/A
93818557,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,326818.46,326818.46,PERSONA FISICA,#N/A
94460110,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,140781.66,140781.66,PERSONA FISICA,#N/A
95225421,BANCO,ACTICOB,FONDO,CD MX ALTAVISTA,285847.96,285847.96,PERSONA FISICA,ENROLADO
90498940,BANCO,ACTIREN,FONDO,JAL ZAPOPAN MARIANO OTERO,31115.49,31115.49,PERSONA FISICA,#N/A
94605177,BANCO,ALTERNA,FONDO,CD MX SANTA FE GLEZ CAMARENA,500652.34,500652.34,PERSONA FISICA,#N/A
95941944,BANCO,ALTERNA,FONDO,QRO QUERETARO BERNARDO QUINTANA,2154073.38,2154073.38,PERSONA FISICA,#N/A
91286955,BANCO,ACTIREN,FONDO,CD MX JULIO VERNE POLANCO,760409.96,760409.96,PERSONA FISICA,#N/A
95272035,BANCO,ALTERNA,FONDO,QRO QUERETARO BERNARDO QUINTANA,165180.11,165180.11,PERSONA FISICA,ENROLADO
91340869,BANCO,IMPULSA,FONDO,CD MX XOLA,395338.27,395338.27,PERSONA FISICA,#N/A
93697027,BANCO,ALTERNA,FONDO,EDO MEX GT LOMAS VERDES,2760866.48,4694285.75,PERSONA FISICA,#N/A
92814029,BANCO,ACTVIDA,FONDO,CD MX ALTAVISTA,443147.62,443147.62,PERSONA FISICA,#N/A
93123677,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,419784.31,419784.31,PERSONA FISICA,ENROLADO
90001942,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,31535.13,31735.83,PERSONA FISICA,#N/A
91583369,BANCO,ACTIMED,FONDO,PUE CHOLULA CITY ANGELOPOLIS,314637.44,314637.44,PERSONA FISICA,ENROLADO
95922878,BANCO,ACTIREN,FONDO,EDO MEX GT LOMAS VERDES,2813614.35,2813614.35,PERSONA FISICA,#N/A
93374676,BANCO,ACTICRE,FONDO,JAL GDL ARCOS VALLARTA,16346.17,16346.17,PERSONA FISICA,#N/A
93974541,BANCO,ACTIMED,FONDO,CD MX JULIO VERNE POLANCO,394887.57,1900283.76,PERSONA FISICA,#N/A
91961920,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,322900.18,322900.18,PERSONA FISICA,#N/A
93428381,BANCO,SURCETE,FONDO,CD MX MONTES URALES,107302.82,107302.82,PERSONA FISICA,#N/A
95992400,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,983995.43,983995.43,PERSONA FISICA,#N/A
93364685,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,557225.51,557225.51,PERSONA FISICA,#N/A
95563789,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,28879.71,28879.71,PERSONA FISICA,#N/A
92409309,BANCO,ACTIMED,FONDO,QROO CANCUN PLAZA HOLLYWOOD,366741.15,366741.15,PERSONA FISICA,#N/A
94094570,BANCO,MAXIMO,FONDO,PERSONAL ACTINVER,62987.62,386603.41,PERSONA FISICA,#N/A
94094570,BANCO,ACTIG+,FONDO,PERSONAL ACTINVER,53666.3,386603.41,PERSONA FISICA,#N/A
