CLAVE_CLIENTE,UNIDAD_NEGOCIO,EMISORA_FONDO,CATEGORIA_OP,SALDO_CONTRATO,SALDO_CLIENTE,DESC_TIPO_PERS,ENTIDAD_FEDERATIVA,GENERO,EDAD,STATUS_BE,DESC_CE_FINANCIERO,LAT,LONG
93263820,BANCO,ACTIMED,FONDO,983286.9,983286.9,PERSONA FISICA,TAMAULIPAS,FEMENINO,50,#N/A,TAMPS TAMPICO AV HIDALGO,24.2669,98.8363
94694486,BANCO,ACTIMED,FONDO,306555.8,306555.8,PERSONA FISICA,CDMX,MASCULINO,49,ENROLADO,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
91323758,BANCO,PROTEGE,FONDO,612406.92,612406.92,PERSONA FISICA,CDMX,MASCULINO,45,ENROLADO,CD MX ALTAVISTA,19.4285,99.1277
93031813,BANCO,ACTIMED,FONDO,1637544.84,1637544.84,PERSONA FISICA,JALISCO,MASCULINO,72,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
92753227,BANCO,ACTIMED,FONDO,45123.73,45123.73,PERSONA FISICA,JALISCO,FEMENINO,75,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
90987512,BANCO,ACTICOB,FONDO,1375492.78,1375492.78,PERSONA FISICA,EDOMEX,FEMENINO,60,#N/A,EDO MEX TECAMACHALCO,19.4969,99.7233
90588468,BANCO,CUENTA_EJE,,309519.07,309519.07,PERSONA FISICA,EDOMEX,MASCULINO,44,#N/A,EDO MEX TECAMACHALCO,19.4969,99.7233
93919835,BANCO,ACTIMED,FONDO,153689.37,153689.37,PERSONA FISICA,JALISCO,FEMENINO,78,#N/A,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
94112737,BANCO,ACTIMED,FONDO,2114545.29,2114545.29,PERSONA FISICA,JALISCO,MASCULINO,49,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
90057712,BANCO,ACTIMED,FONDO,48964.16,49044.89,PERSONA FISICA,CDMX,MASCULINO,40,#N/A,PERSONAL ACTINVER,19.4285,99.1277
96107479,BANCO,ACTIMED,FONDO,184694.95,184694.95,PERSONA FISICA,JALISCO,MASCULINO,52,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
91025304,BANCO,ACTIMED,FONDO,33443.62,33443.62,PERSONA FISICA,CDMX,FEMENINO,86,#N/A,CD MX MONTES URALES,19.4285,99.1277
91606756,BANCO,ACTIMED,FONDO,31754.42,31754.42,PERSONA FISICA,EDOMEX,MASCULINO,51,ENROLADO,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
95630455,BANCO,CUENTA_EJE,,47053.67,47053.67,PERSONA FISICA,JALISCO,MASCULINO,63,#N/A,JAL CHAPALA AJIJIC,20.6595,103.3494
90596875,BANCO,ACTIMED,FONDO,1205187.24,1205187.24,PERSONA FISICA,EDOMEX,MASCULINO,38,#N/A,EDO MEX SATELITE,19.4969,99.7233
93368710,BANCO,ALTERNA,FONDO,4331412.27,4331412.27,PERSONA FISICA,CDMX,MASCULINO,70,#N/A,CD MX LINDAVISTA,19.4285,99.1277
91937102,BANCO,ACTVIDA,FONDO,61294.68,61294.68,PERSONA FISICA,BAJA CALIFORNIA,FEMENINO,61,#N/A,BC MEXICALI PLAZA LIENZO,30.8406,115.2838
94538931,BANCO,ACTIMED,FONDO,1317442.66,1317442.66,PERSONA FISICA,CDMX,MASCULINO,48,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
91268318,BANCO,ACTIREN,FONDO,33100.1,33100.1,PERSONA FISICA,CDMX,MASCULINO,38,#N/A,PERSONAL ACTINVER,19.4285,99.1277
92176486,BANCO,ACTIMED,FONDO,30541.09,30541.09,PERSONA FISICA,JALISCO,FEMENINO,63,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
92626001,BANCO,IMPULSA,FONDO,467813.45,467813.45,PERSONA FISICA,JALISCO,MASCULINO,66,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91278325,BANCO,ACTIMED,FONDO,49404.65,49404.65,PERSONA FISICA,CIUDAD DE MÉXICO,FEMENINO,51,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93513695,BANCO,ACTIMED,FONDO,1141706.11,1141706.11,PERSONA FISICA,EDOMEX,MASCULINO,42,ENROLADO,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
95835336,BANCO,ACTVIDA,FONDO,47541.85,47541.85,PERSONA FISICA,JALISCO,FEMENINO,30,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
94929866,BANCO,ACTICOB,FONDO,1993373.45,1994871.61,PERSONA FISICA,JALISCO,FEMENINO,84,#N/A,JAL CHAPALA AJIJIC,20.6595,103.3494
93876944,BANCO,ACTIMED,FONDO,30720.2,30933.22,PERSONA FISICA,CDMX,FEMENINO,36,#N/A,PERSONAL ACTINVER,19.4285,99.1277
90625708,BANCO,ACTIREN,FONDO,3017146.44,3017146.44,PERSONA FISICA,COAHUILA,MASCULINO,49,#N/A,COAH TORREON B INDEPENDENCIA,27.0587,101.7068
94923026,BANCO,ACTIMED,FONDO,909378.67,909378.67,PERSONA FISICA,CDMX,MASCULINO,46,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95985834,BANCO,ACTIMED,FONDO,249730.23,249730.23,PERSONA FISICA,EDOMEX,MASCULINO,28,ENROLADO,EDO MEX SATELITE,19.4969,99.7233
92880517,BANCO,ACTIMED,FONDO,3411495.4,3411495.4,PERSONA FISICA,JALISCO,MASCULINO,51,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
91128728,BANCO,ACTIMED,FONDO,188495,394413.42,PERSONA FISICA,JALISCO,MASCULINO,45,ENROLADO,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93773851,BANCO,ACTIREN,FONDO,1241051.61,1241051.61,PERSONA FISICA,EDOMEX,MASCULINO,54,#N/A,EDO MEX VALLE DORADO,19.4969,99.7233
94945755,BANCO,MAXIMO,FONDO,85939.41,85939.41,PERSONA FISICA,QUERETARO,MASCULINO,59,#N/A,QRO JURICA,20.5888,100.3899
92740786,BANCO,ACTVIDA,FONDO,20667.82,20667.82,PERSONA FISICA,EDOMEX,FEMENINO,39,#N/A,EDO MEX TECAMACHALCO,19.4969,99.7233
94875606,BANCO,ALTERNA,FONDO,1871101.81,2423136.57,PERSONA FISICA,GUANAJUATO,FEMENINO,94,#N/A,GTO SMA PLAZA LUCIERNAGA,21.019,101.2574
95101465,BANCO,ACTIMED,FONDO,308599.89,308599.89,PERSONA FISICA,JALISCO,MASCULINO,55,#N/A,JAL CHAPALA AJIJIC,20.6595,103.3494
90574302,BANCO,CUENTA_EJE,,2801115.99,2801115.99,PERSONA FISICA,CDMX,MASCULINO,45,#N/A,CD MX ALTAVISTA,19.4285,99.1277
96105515,BANCO,ACTIMED,FONDO,60111.77,60111.77,PERSONA FISICA,CDMX,MASCULINO,39,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93851293,BANCO,MAYA,FONDO,73089.07,460864.27,PERSONA FISICA,CDMX,FEMENINO,42,#N/A,PERSONAL ACTINVER,19.4285,99.1277
96074281,BANCO,ACTIMED,FONDO,316693.69,316693.69,PERSONA FISICA,JALISCO,MASCULINO,38,#N/A,JAL ZAPOPAN ANDARES BANCO,20.6595,103.3494
92056415,BANCO,ACTIMED,FONDO,1426683.79,1426683.79,PERSONA FISICA,CDMX,MASCULINO,43,#N/A,CD MX SANTA FE BANCO PB,19.4285,99.1277
93751220,BANCO,ACTIREN,FONDO,69364.61,69630.42,PERSONA FISICA,CDMX,MASCULINO,45,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93691103,BANCO,ACTIREN,FONDO,1214164.99,1215116.39,PERSONA FISICA,CDMX,MASCULINO,63,#N/A,PERSONAL ACTINVER,19.4285,99.1277
91635391,BANCO,CUENTA_EJE,,465220.12,465220.12,PERSONA FISICA,CDMX,MASCULINO,48,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
92105485,BANCO,ACTIREN,FONDO,104959.62,104959.62,PERSONA FISICA,CDMX,MASCULINO,35,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
91966572,BANCO,CUENTA_EJE,,101626.76,101626.76,PERSONA FISICA,JALISCO,FEMENINO,66,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91291757,BANCO,ACTIGOB,FONDO,2911.78,0,PERSONA FISICA,ESTADO DE MÉXICO,MASCULINO,33,#N/A,PERSONAL ACTINVER,19.4285,99.1277
90471574,BANCO,ACTICOB,FONDO,239545.36,239545.36,PERSONA FISICA,CDMX,MASCULINO,46,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95584645,BANCO,ACTIGOB,FONDO,57879.8,57879.8,PERSONA FISICA,CDMX,MASCULINO,24,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95530127,BANCO,ACTIMED,FONDO,22455.47,25871.47,PERSONA FISICA,CDMX,MASCULINO,29,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93809002,BANCO,ACTIMED,FONDO,204506.24,204506.24,PERSONA FISICA,CDMX,MASCULINO,58,#N/A,PERSONAL ACTINVER,19.4285,99.1277
92711563,BANCO,ACTIREN,FONDO,2857069.07,3336123.78,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE BANCO PB,19.4285,99.1277
94170354,BANCO,IMPULSA,FONDO,188272.21,785015.76,PERSONA FISICA,CDMX,FEMENINO,85,#N/A,CD MX TERRAZA PEDREGAL,19.4285,99.1277
93640985,BANCO,ACTIMED,FONDO,333899.84,333899.84,PERSONA FISICA,CDMX,FEMENINO,50,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93550184,BANCO,IMPULSA,FONDO,461141.5,461141.5,PERSONA FISICA,JALISCO,FEMENINO,47,ENROLADO,JAL MARINA VALLARTA,20.6595,103.3494
95238507,BANCO,CUENTA_EJE,,1203.14,1203.14,PERSONA FISICA,CDMX,FEMENINO,28,#N/A,PERSONAL ACTINVER,19.4285,99.1277
92419050,BANCO,ACTIMED,FONDO,580545.7,813586.74,PERSONA FISICA,JALISCO,MASCULINO,38,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95162954,BANCO,ALTERNA,FONDO,394706.35,394706.35,PERSONA FISICA,CDMX,FEMENINO,86,ENROLADO,CD MX ALTAVISTA,19.4285,99.1277
92904853,BANCO,ALTERNA,FONDO,215933.82,215933.82,PERSONA FISICA,CDMX,FEMENINO,42,ENROLADO,CD MX TERRAZA PEDREGAL,19.4285,99.1277
92858455,BANCO,CUENTA_EJE,,0,0,PERSONA FISICA,CDMX,FEMENINO,90,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
91413716,BANCO,IMPULSA,FONDO,1783849.04,1783849.04,PERSONA FISICA,JALISCO,FEMENINO,76,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93368066,BANCO,CUENTA_EJE,,0,0,PERSONA FISICA,EDOMEX,FEMENINO,82,#N/A,EDO MEX VALLE DORADO,19.4969,99.7233
95276531,BANCO,ACTIMED,FONDO,4433595.26,4433595.26,PERSONA FISICA,EDOMEX,FEMENINO,62,#N/A,EDO MEX SATELITE,19.4969,99.7233
93737609,BANCO,ACTVIDA,FONDO,325265.6,325265.6,PERSONA FISICA,JALISCO,FEMENINO,62,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91932111,BANCO,ACTIMED,FONDO,38228.21,38228.21,PERSONA FISICA,CDMX,MASCULINO,48,ENROLADO,CD MX XOLA,19.4285,99.1277
92311257,BANCO,ALTERNA,FONDO,177774.08,177774.08,PERSONA FISICA,JALISCO,FEMENINO,69,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91302844,BANCO,ALTERNA,FONDO,394892.11,394892.11,PERSONA FISICA,CDMX,FEMENINO,72,#N/A,CD MX MONTES URALES,19.4285,99.1277
92003342,BANCO,IMPULSA,FONDO,136428.39,136428.39,PERSONA FISICA,CDMX,FEMENINO,63,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93943017,BANCO,ACTIREN,FONDO,635281.27,1214756.59,PERSONA FISICA,EDOMEX,FEMENINO,58,#N/A,EDO MEX SATELITE,19.4969,99.7233
94494010,BANCO,CUENTA_EJE,,0,2007319.35,PERSONA FISICA,TAMAULIPAS,FEMENINO,53,#N/A,TAMPS NUEVO LAREDO AV COLON,24.2669,98.8363
93539567,BANCO,ACTIMED,FONDO,89817.44,456732.32,PERSONA FISICA,JALISCO,FEMENINO,84,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91299198,BANCO,ACTIMED,FONDO,2452.5,2452.5,PERSONA FISICA,CDMX,MASCULINO,35,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95567152,BANCO,ACTIMED,FONDO,1284296.88,1284296.88,PERSONA FISICA,JALISCO,MASCULINO,85,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93435840,BANCO,ACTIMED,FONDO,77188.01,77188.01,PERSONA FISICA,JALISCO,FEMENINO,82,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95307500,BANCO,ACTIMED,FONDO,217872.46,432161.13,PERSONA FISICA,CIUDAD DE MÉXICO,FEMENINO,31,#N/A,PERSONAL ACTINVER,19.4285,99.1277
94975414,BANCO,ALTERNA,FONDO,566564.65,566564.65,PERSONA FISICA,CDMX,FEMENINO,89,#N/A,CD MX TERRAZA PEDREGAL,19.4285,99.1277
91569277,BANCO,ACTICRE,FONDO,901499.89,901499.89,PERSONA FISICA,JALISCO,FEMENINO,80,#N/A,JAL MARINA VALLARTA,20.6595,103.3494
94827755,BANCO,ACTIREN,FONDO,1029330.79,1089363.09,PERSONA FISICA,CDMX,FEMENINO,46,#N/A,PERSONAL ACTINVER,19.4285,99.1277
91013441,BANCO,ACTIMED,FONDO,100000,100000,PERSONA FISICA,CDMX,MASCULINO,50,#N/A,CD MX MONTES URALES,19.4285,99.1277
90002429,BANCO,IMPULSA,FONDO,139814.34,1870607.18,PERSONA FISICA,QUERETARO,FEMENINO,54,#N/A,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
93947976,BANCO,ACTICOB,FONDO,26923.72,66318.99,PERSONA FISICA,CDMX,MASCULINO,36,#N/A,PERSONAL ACTINVER,19.4285,99.1277
96055835,BANCO,ACTIGOB,FONDO,57536.52,57536.52,PERSONA FISICA,CDMX,MASCULINO,48,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95665469,BANCO,ACTIREN,FONDO,135035,135035,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX ALTAVISTA,19.4285,99.1277
93815975,BANCO,CUENTA_EJE,,113544.12,113544.12,PERSONA FISICA,NUEVO LEÓN,FEMENINO,62,#N/A,NL SAN PEDRO GOMEZ MORIN,#N/A,#N/A
95201208,BANCO,CUENTA_EJE,,976469.5,976469.5,PERSONA FISICA,CDMX,FEMENINO,47,#N/A,CD MX XOLA,19.4285,99.1277
95101143,BANCO,ACTIMED,FONDO,76322.27,76322.67,PERSONA FISICA,CDMX,MASCULINO,37,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93593788,BANCO,ACTICOB,FONDO,290051.95,295255.26,PERSONA FISICA,JALISCO,MASCULINO,63,ENROLADO,JAL GDL ARCOS VALLARTA,20.6595,103.3494
95898938,BANCO,ACTI500,FONDO,110054.97,110054.97,PERSONA FISICA,CDMX,MASCULINO,46,ENROLADO,CD MX XOLA,19.4285,99.1277
93072403,BANCO,CUENTA_EJE,,13430290.78,13430290.78,PERSONA FISICA,CDMX,FEMENINO,91,#N/A,CD MX LINDAVISTA,19.4285,99.1277
92663228,BANCO,ALTERNA,FONDO,2383277.59,2383277.59,PERSONA FISICA,CDMX,MASCULINO,56,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93543304,BANCO,IMPULSA,FONDO,289397.32,289397.32,PERSONA FISICA,JALISCO,FEMENINO,56,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93805943,BANCO,ALTERNA,FONDO,892706.68,892706.68,PERSONA FISICA,CDMX,FEMENINO,53,#N/A,PERSONAL ACTINVER,19.4285,99.1277
94266541,BANCO,ACTICOB,FONDO,156728.83,156728.83,PERSONA FISICA,EDOMEX,FEMENINO,79,#N/A,EDO MEX TECAMACHALCO,19.4969,99.7233
95737532,BANCO,ACTIMED,FONDO,200632.53,200632.53,PERSONA FISICA,CDMX,FEMENINO,42,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
92013242,BANCO,IMPULSA,FONDO,525078.16,525078.16,PERSONA FISICA,CDMX,FEMENINO,88,#N/A,CD MX JULIO VERNE POLANCO,19.4285,99.1277
92528454,BANCO,ACTIMED,FONDO,284006.05,284006.05,PERSONA FISICA,JALISCO,MASCULINO,34,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95748315,BANCO,ALTERNA,FONDO,95111.41,95111.41,PERSONA FISICA,CDMX,MASCULINO,46,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93102556,BANCO,CUENTA_EJE,,133.23,133.23,PERSONA FISICA,NUEVO LEÓN,MASCULINO,52,ENROLADO,NL SAN PEDRO GOMEZ MORIN,#N/A,#N/A
93157311,BANCO,ORION,FONDO,850643.7,850643.7,PERSONA FISICA,EDOMEX,FEMENINO,41,#N/A,EDO MEX SATELITE,19.4969,99.7233
90996497,BANCO,CUENTA_EJE,,0,0,PERSONA FISICA,JALISCO,MASCULINO,38,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
92897362,BANCO,ACTIMED,FONDO,50330.94,50330.94,PERSONA FISICA,CDMX,MASCULINO,86,#N/A,CD MX MONTES URALES,19.4285,99.1277
94014651,BANCO,ACTIREN,FONDO,955768.06,955768.06,PERSONA FISICA,JALISCO,FEMENINO,83,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
92370501,BANCO,ACTVIDA,FONDO,150644.58,150644.58,PERSONA FISICA,EDOMEX,FEMENINO,52,ENROLADO,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
90472606,BANCO,ACTIMED,FONDO,519488.5,519488.5,PERSONA FISICA,CDMX,FEMENINO,68,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
92008382,BANCO,ACTIMED,FONDO,44064.74,44064.74,PERSONA FISICA,CDMX,MASCULINO,76,ENROLADO,CD MX XOLA,19.4285,99.1277
95526000,BANCO,IMPULSA,FONDO,313012.1,313012.1,PERSONA FISICA,JALISCO,MASCULINO,79,ENROLADO,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
94025962,BANCO,ACTIMED,FONDO,583075.52,583075.52,PERSONA FISICA,JALISCO,FEMENINO,81,#N/A,JAL GDL PLAZA MEXICO,20.6595,103.3494
94358876,BANCO,ACTIREN,FONDO,7567.52,7567.52,PERSONA FISICA,CDMX,FEMENINO,53,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95250676,BANCO,ACTIMED,FONDO,151795.81,151795.81,PERSONA FISICA,JALISCO,MASCULINO,65,ENROLADO,JAL CHAPALA AJIJIC,20.6595,103.3494
92557883,BANCO,ALTERNA,FONDO,353115.49,353115.49,PERSONA FISICA,CDMX,FEMENINO,46,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
92769637,BANCO,ALTERNA,FONDO,784971.38,784971.38,PERSONA FISICA,PUEBLA,FEMENINO,80,#N/A,PUE CHOLULA CITY ANGELOPOLIS,19.0414,98.2063
92297613,BANCO,ACTIMED,FONDO,654641.47,654641.47,PERSONA FISICA,CDMX,FEMENINO,90,#N/A,CD MX MONTES URALES,19.4285,99.1277
95687604,BANCO,ALTERNA,FONDO,462609.44,462609.44,PERSONA FISICA,PUEBLA,MASCULINO,25,ENROLADO,PUE CHOLULA CITY ANGELOPOLIS,19.0414,98.2063
90898297,BANCO,ACTIMED,FONDO,118799.96,118799.96,PERSONA FISICA,CDMX,MASCULINO,33,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93764553,BANCO,ACTIMED,FONDO,68550.51,68550.51,PERSONA FISICA,CDMX,FEMENINO,40,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
92442466,BANCO,ACTIREN,FONDO,735.07,735.07,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX MONTES URALES (CORPORATIVO),19.4285,99.1277
94403557,BANCO,CUENTA_EJE,,1102764.56,1102764.56,PERSONA FISICA,CDMX,FEMENINO,64,#N/A,CD MX XOLA,19.4285,99.1277
93533214,BANCO,ACTIREN,FONDO,125606.49,125608.2,PERSONA FISICA,CDMX,MASCULINO,36,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93117380,BANCO,ACTI500,FONDO,885237.99,885237.99,PERSONA FISICA,CDMX,FEMENINO,46,#N/A,CD MX SANTA FE BANCO PB,19.4285,99.1277
93626281,BANCO,IMPULSA,FONDO,608299.67,608299.67,PERSONA FISICA,JALISCO,FEMENINO,59,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93911394,BANCO,ACTIREN,FONDO,45627.53,58101.21,PERSONA FISICA,CDMX,FEMENINO,46,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95541538,BANCO,ACTIMED,FONDO,398829.77,398829.77,PERSONA FISICA,CDMX,MASCULINO,44,ENROLADO,CD MX JULIO VERNE POLANCO,19.4285,99.1277
91734855,BANCO,ACTIREN,FONDO,741085.9,741085.9,PERSONA FISICA,EDOMEX,MASCULINO,62,#N/A,EDO MEX GT LOMAS VERDES,19.4969,99.7233
95745113,BANCO,ALTERNA,FONDO,208501.54,208501.54,PERSONA FISICA,QUERETARO,FEMENINO,59,#N/A,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
92439637,BANCO,ACTVIDA,FONDO,67217.35,67217.35,PERSONA FISICA,CDMX,FEMENINO,55,ENROLADO,CD MX ALTAVISTA,19.4285,99.1277
94022050,BANCO,ALTERNA,FONDO,139068.06,139068.06,PERSONA FISICA,CDMX,MASCULINO,76,#N/A,CD MX TERRAZA PEDREGAL,19.4285,99.1277
93582989,BANCO,ACTIGOB,FONDO,102383.53,102383.53,PERSONA FISICA,CDMX,MASCULINO,45,#N/A,PERSONAL ACTINVER,19.4285,99.1277
94159290,BANCO,ACTIMED,FONDO,679317.58,679317.58,PERSONA FISICA,CDMX,FEMENINO,39,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95578340,BANCO,ACTIMED,FONDO,174727.64,174727.64,PERSONA FISICA,CDMX,FEMENINO,77,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
94418019,BANCO,ALTERNA,FONDO,745155.49,745155.49,PERSONA FISICA,CDMX,MASCULINO,63,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95480737,BANCO,ACTIMED,FONDO,24581.56,24581.56,PERSONA FISICA,CDMX,FEMENINO,25,#N/A,PERSONAL ACTINVER,19.4285,99.1277
90140740,BANCO,ACTIMED,FONDO,1076441.41,2090644.47,PERSONA FISICA,CDMX,MASCULINO,59,#N/A,CD MX LINDAVISTA,19.4285,99.1277
95943403,BANCO,ACTIMED,FONDO,2701.09,2701.09,PERSONA FISICA,CDMX,MASCULINO,25,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95602132,BANCO,ACTIMED,FONDO,4502.7,4502.7,PERSONA FISICA,CDMX,FEMENINO,25,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93796860,BANCO,ACTIMED,FONDO,136152.76,136152.76,PERSONA FISICA,JALISCO,FEMENINO,68,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
90416819,BANCO,ACTIMED,FONDO,908729.46,908729.46,PERSONA FISICA,CDMX,MASCULINO,45,#N/A,CD MX MONTES URALES,19.4285,99.1277
93730679,BANCO,CUENTA_EJE,,269211.08,269211.08,PERSONA FISICA,JALISCO,MASCULINO,69,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
92027663,BANCO,ALTERNA,FONDO,216278.29,216278.29,PERSONA FISICA,EDOMEX,MASCULINO,57,ENROLADO,EDO MEX SATELITE,19.4969,99.7233
93734663,BANCO,CUENTA_EJE,,0.75,45528.77,PERSONA FISICA,CDMX,MASCULINO,52,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
93427896,BANCO,ACTICOB,FONDO,770769.08,770769.08,PERSONA FISICA,EDOMEX,MASCULINO,73,#N/A,EDO MEX GT LOMAS VERDES,19.4969,99.7233
93928596,BANCO,ACTIMED,FONDO,200352.21,273543.55,PERSONA FISICA,ESTADO DE MÉXICO,MASCULINO,34,#N/A,PERSONAL ACTINVER,19.4285,99.1277
92106996,BANCO,ACTI500,FONDO,1196754.68,1196754.68,PERSONA FISICA,CDMX,FEMENINO,75,#N/A,CD MX LINDAVISTA,19.4285,99.1277
95308219,BANCO,DINAMO,FONDO,505857.86,505857.86,PERSONA FISICA,JALISCO,MASCULINO,36,ENROLADO,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
94879012,BANCO,ACTIMED,FONDO,2609921.51,2609921.51,PERSONA FISICA,JALISCO,MASCULINO,35,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
94235611,BANCO,ALTERNA,FONDO,122011.76,122011.76,PERSONA FISICA,MICHOACÁN,MASCULINO,55,#N/A,MICH MOR AV LAZARO CARDENAS,19.5665,101.7068
95831327,BANCO,CUENTA_EJE,,547149.02,1767484.75,PERSONA FISICA,CDMX,MASCULINO,86,#N/A,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
94905833,BANCO,ACTIMED,FONDO,52712.97,52712.97,PERSONA FISICA,CDMX,FEMENINO,93,#N/A,CD MX MONTES URALES,19.4285,99.1277
93563401,BANCO,ACTIREN,FONDO,437611.93,437611.93,PERSONA FISICA,CDMX,FEMENINO,70,#N/A,CD MX SANTA FE BANCO PB,19.4285,99.1277
93437614,BANCO,CUENTA_EJE,,15024.89,15024.89,PERSONA FISICA,CDMX,MASCULINO,75,#N/A,CD MX MONTES URALES,19.4285,99.1277
91618298,BANCO,ALTERNA,FONDO,161455.89,161455.89,PERSONA FISICA,JALISCO,MASCULINO,63,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
90640152,BANCO,ACTICOB,FONDO,365077.04,365077.04,PERSONA FISICA,JALISCO,FEMENINO,47,ENROLADO,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
93623171,BANCO,ACTIMED,FONDO,1407509.53,3773808.35,PERSONA FISICA,CDMX,MASCULINO,72,#N/A,CD MX JULIO VERNE POLANCO,19.4285,99.1277
93760155,BANCO,ACTIMED,FONDO,2549262.98,2549262.98,PERSONA FISICA,JALISCO,FEMENINO,54,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
94699279,BANCO,ACTVIDA,FONDO,529322.87,529322.87,PERSONA FISICA,JALISCO,MASCULINO,33,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93789089,BANCO,ACTIGOB,FONDO,160151.55,160151.55,PERSONA FISICA,CDMX,FEMENINO,37,#N/A,PERSONAL ACTINVER,19.4285,99.1277
94489739,BANCO,CUENTA_EJE,,172321.7,172321.7,PERSONA FISICA,CDMX,FEMENINO,50,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95204087,BANCO,ACTIMED,FONDO,15698.93,15698.93,PERSONA FISICA,JALISCO,MASCULINO,43,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
