"date","device","failure","attribute1","attribute2","attribute3","attribute4","attribute5","attribute6","attribute7","attribute8","attribute9","l.attribute1","l.attribute2","l.attribute3","l.attribute4","l.attribute5","l.attribute6","l.attribute7","l.attribute8","l.attribute9"
2015-04-03,"S1F0L0DW",0,204424000,0,0,0,7,309457,0,0,0,48853912,0,0,0,7,309454,0,0,0
2015-04-04,"S1F0L0DW",0,175354840,0,0,0,7,309457,0,0,0,204424000,0,0,0,7,309457,0,0,0
2015-04-05,"S1F0L0DW",0,159878664,0,0,0,7,309457,0,0,0,175354840,0,0,0,7,309457,0,0,0
2015-04-06,"S1F0L0DW",0,128538232,0,0,0,7,309457,0,0,0,159878664,0,0,0,7,309457,0,0,0
2015-04-07,"S1F0L0DW",0,21562856,0,0,0,7,309458,0,0,0,128538232,0,0,0,7,309457,0,0,0
2015-04-08,"S1F0L0DW",0,4943104,0,0,0,7,309458,0,0,0,21562856,0,0,0,7,309458,0,0,0
2015-04-09,"S1F0L0DW",0,242098560,0,0,0,7,309458,0,0,0,4943104,0,0,0,7,309458,0,0,0
2015-04-10,"S1F0L0DW",0,186113240,0,0,0,7,309458,0,0,0,242098560,0,0,0,7,309458,0,0,0
2015-04-11,"S1F0L0DW",0,144276800,0,0,0,7,309458,0,0,0,186113240,0,0,0,7,309458,0,0,0
2015-04-12,"S1F0L0DW",0,113050624,0,0,0,7,309458,0,0,0,144276800,0,0,0,7,309458,0,0,0
2015-04-13,"S1F0L0DW",0,88641200,0,0,0,7,309458,0,0,0,113050624,0,0,0,7,309458,0,0,0
2015-04-14,"S1F0L0DW",0,5642280,0,0,0,7,309458,0,0,0,88641200,0,0,0,7,309458,0,0,0
2015-04-15,"S1F0L0DW",0,152319032,0,0,0,7,309461,0,0,0,5642280,0,0,0,7,309458,0,0,0
2015-04-16,"S1F0L0DW",0,196088128,0,0,0,7,309467,0,0,0,152319032,0,0,0,7,309461,0,0,0
2015-04-17,"S1F0L0DW",0,45217968,0,0,0,7,309468,0,0,0,196088128,0,0,0,7,309467,0,0,0
2015-04-18,"S1F0L0DW",0,147194584,0,0,0,7,309468,0,0,0,45217968,0,0,0,7,309468,0,0,0
2015-04-19,"S1F0L0DW",0,81866736,0,0,0,7,309468,0,0,0,147194584,0,0,0,7,309468,0,0,0
2015-04-20,"S1F0L0DW",0,187921048,0,0,0,7,309468,0,0,0,81866736,0,0,0,7,309468,0,0,0
2015-04-21,"S1F0L0DW",0,66986144,0,0,0,7,309468,0,0,0,187921048,0,0,0,7,309468,0,0,0
2015-04-22,"S1F0L0DW",0,204646704,0,0,0,7,309468,0,0,0,66986144,0,0,0,7,309468,0,0,0
2015-04-23,"S1F0L0DW",0,57879960,0,0,0,7,309471,0,0,0,204646704,0,0,0,7,309468,0,0,0
2015-04-24,"S1F0L0DW",0,203823960,0,0,0,7,309476,0,0,0,57879960,0,0,0,7,309471,0,0,0
2015-04-25,"S1F0L0DW",0,83937856,0,0,0,7,309476,0,0,0,203823960,0,0,0,7,309476,0,0,0
2015-04-26,"S1F0L0DW",0,190899136,0,0,0,7,309476,0,0,0,83937856,0,0,0,7,309476,0,0,0
2015-04-27,"S1F0L0DW",0,93859152,0,0,0,7,309476,0,0,0,190899136,0,0,0,7,309476,0,0,0
2015-04-28,"S1F0L0DW",0,209551800,0,0,0,7,309476,0,0,0,93859152,0,0,0,7,309476,0,0,0
2015-04-29,"S1F0L0DW",0,195539536,0,0,0,7,310270,0,0,0,209551800,0,0,0,7,309476,0,0,0
2015-04-30,"S1F0L0DW",0,20713400,0,0,0,7,311178,0,0,0,195539536,0,0,0,7,310270,0,0,0
2015-05-01,"S1F0L0DW",0,205389160,0,0,0,7,311182,0,0,0,20713400,0,0,0,7,311178,0,0,0
2015-05-02,"S1F0L0DW",0,139723280,0,0,0,7,311182,0,0,0,205389160,0,0,0,7,311182,0,0,0
2015-05-03,"S1F0L0DW",0,139147048,0,0,0,7,311182,0,0,0,139723280,0,0,0,7,311182,0,0,0
2015-05-04,"S1F0L0DW",0,80381680,0,0,0,7,311182,0,0,0,139147048,0,0,0,7,311182,0,0,0
2015-05-05,"S1F0L0DW",0,199076816,0,0,0,7,311182,0,0,0,80381680,0,0,0,7,311182,0,0,0
2015-05-06,"S1F0L0DW",0,199332168,0,0,0,7,311182,0,0,0,199076816,0,0,0,7,311182,0,0,0
2015-05-07,"S1F0L0DW",0,168587760,0,0,0,7,311182,0,0,0,199332168,0,0,0,7,311182,0,0,0
2015-05-08,"S1F0L0DW",0,66431096,0,0,0,7,311182,0,0,0,168587760,0,0,0,7,311182,0,0,0
2015-05-09,"S1F0L0DW",0,6804232,0,0,0,7,311182,0,0,0,66431096,0,0,0,7,311182,0,0,0
2015-05-10,"S1F0L0DW",0,4451824,0,0,0,7,311343,0,0,0,6804232,0,0,0,7,311182,0,0,0
2015-05-11,"S1F0L0DW",0,27532288,0,0,0,7,311724,0,0,0,4451824,0,0,0,7,311343,0,0,0
2015-05-12,"S1F0L0DW",0,105276520,0,0,0,7,312326,0,0,0,27532288,0,0,0,7,311724,0,0,0
2015-05-13,"S1F0L0DW",0,38263632,0,0,0,7,312326,0,0,0,105276520,0,0,0,7,312326,0,0,0
2015-05-14,"S1F0L0DW",0,73284328,0,0,0,7,312765,0,0,0,38263632,0,0,0,7,312326,0,0,0
2015-05-15,"S1F0L0DW",0,91395712,0,0,0,8,314101,0,0,0,73284328,0,0,0,7,312765,0,0,0
2015-05-16,"S1F0L0DW",0,83639472,0,0,0,8,315093,0,0,0,91395712,0,0,0,8,314101,0,0,0
2015-05-17,"S1F0L0DW",0,49621672,0,0,0,8,315096,0,0,0,83639472,0,0,0,8,315093,0,0,0
2015-05-18,"S1F0L0DW",0,180377872,0,0,0,8,315097,0,0,0,49621672,0,0,0,8,315096,0,0,0
2015-05-19,"S1F0L0DW",0,6486848,0,0,0,8,315314,0,0,0,180377872,0,0,0,8,315097,0,0,0
2015-05-20,"S1F0L0DW",0,87202098,0,0,2,8,315632,0,0,0,6486848,0,0,0,8,315314,0,0,0
2015-05-21,"S1F0L0DW",1,151755032,0,0,2,8,316174,0,0,0,87202098,0,0,2,8,315632,0,0,0
2015-01-02,"S1F0LCTV",0,238613336,0,0,1,11,448353,0,0,0,215846224,0,0,1,11,447025,0,0,0
2015-01-03,"S1F0LCTV",0,14044072,0,0,1,11,449697,0,0,0,238613336,0,0,1,11,448353,0,0,0
2015-01-04,"S1F0LCTV",0,36990704,0,0,1,11,451081,0,0,0,14044072,0,0,1,11,449697,0,0,0
2015-01-05,"S1F0LCTV",0,61513296,0,0,1,11,452406,0,0,0,36990704,0,0,1,11,451081,0,0,0
2015-01-06,"S1F0LCTV",0,87350048,0,0,1,11,453736,0,0,0,61513296,0,0,1,11,452406,0,0,0
2015-01-07,"S1F0LCTV",0,117246408,0,0,1,11,455096,0,0,0,87350048,0,0,1,11,453736,0,0,0
2015-01-08,"S1F0LCTV",0,138173592,0,0,1,11,456424,0,0,0,117246408,0,0,1,11,455096,0,0,0
2015-01-09,"S1F0LCTV",0,163744768,0,0,1,11,457721,0,0,0,138173592,0,0,1,11,456424,0,0,0
2015-01-10,"S1F0LCTV",0,183323688,0,0,1,11,459054,0,0,0,163744768,0,0,1,11,457721,0,0,0
2015-01-11,"S1F0LCTV",0,204859216,0,0,1,11,460426,0,0,0,183323688,0,0,1,11,459054,0,0,0
2015-01-12,"S1F0LCTV",0,224240872,0,0,1,11,461757,0,0,0,204859216,0,0,1,11,460426,0,0,0
2015-01-13,"S1F0LCTV",0,1444904,0,0,1,11,463085,0,0,0,224240872,0,0,1,11,461757,0,0,0
2015-01-14,"S1F0LCTV",0,22934864,0,0,1,11,464448,0,0,0,1444904,0,0,1,11,463085,0,0,0
2015-01-15,"S1F0LCTV",0,48491624,0,0,1,11,465751,0,0,0,22934864,0,0,1,11,464448,0,0,0
2015-01-16,"S1F0LCTV",0,67446832,0,0,1,11,467077,0,0,0,48491624,0,0,1,11,465751,0,0,0
2015-01-17,"S1F0LCTV",0,38251232,0,0,1,11,467167,8,8,0,67446832,0,0,1,11,467077,0,0,0
2015-01-18,"S1F0LCTV",0,12645576,0,0,1,11,467167,8,8,0,38251232,0,0,1,11,467167,8,8,0
2015-01-19,"S1F0LCTV",0,195660512,0,0,1,11,467167,8,8,0,12645576,0,0,1,11,467167,8,8,0
2015-01-20,"S1F0LCTV",0,175656336,0,0,1,11,467167,8,8,0,195660512,0,0,1,11,467167,8,8,0
2015-01-21,"S1F0LCTV",0,211143520,0,0,1,11,467167,8,8,0,175656336,0,0,1,11,467167,8,8,0
2015-01-22,"S1F0LCTV",0,17208072,0,0,1,12,467339,8,8,0,211143520,0,0,1,11,467167,8,8,0
2015-01-23,"S1F0LCTV",0,142442528,0,0,1,12,467947,8,8,0,17208072,0,0,1,12,467339,8,8,0
2015-01-24,"S1F0LCTV",0,83337864,0,0,1,12,467947,8,8,0,142442528,0,0,1,12,467947,8,8,0
2015-01-25,"S1F0LCTV",0,92586704,0,0,1,12,467947,8,8,0,83337864,0,0,1,12,467947,8,8,0
2015-01-26,"S1F0LCTV",1,47001646,0,0,7,12,468887,0,0,0,92586704,0,0,1,12,467947,8,8,0
2015-01-02,"S1F0LCVC",0,197826176,0,0,0,8,206015,0,0,0,180474968,0,0,0,8,205331,0,0,0
2015-01-03,"S1F0LCVC",0,215071976,0,0,0,8,206693,0,0,0,197826176,0,0,0,8,206015,0,0,0
2015-01-04,"S1F0LCVC",0,238876808,0,0,0,8,207383,0,0,0,215071976,0,0,0,8,206693,0,0,0
2015-01-05,"S1F0LCVC",0,18897416,0,0,0,8,208032,0,0,0,238876808,0,0,0,8,207383,0,0,0
2015-01-06,"S1F0LCVC",0,58273112,0,0,0,8,208674,0,0,0,18897416,0,0,0,8,208032,0,0,0
2015-01-07,"S1F0LCVC",0,92236088,0,0,0,8,209304,0,0,0,58273112,0,0,0,8,208674,0,0,0
2015-01-08,"S1F0LCVC",0,122699152,0,0,0,8,209977,0,0,0,92236088,0,0,0,8,209304,0,0,0
2015-01-09,"S1F0LCVC",0,144394616,0,0,0,8,210651,0,0,0,122699152,0,0,0,8,209977,0,0,0
2015-01-10,"S1F0LCVC",0,162383928,0,0,0,8,211341,0,0,0,144394616,0,0,0,8,210651,0,0,0
2015-01-11,"S1F0LCVC",0,188069256,0,0,0,8,212005,0,0,0,162383928,0,0,0,8,211341,0,0,0
2015-01-12,"S1F0LCVC",0,210947200,0,0,0,8,212691,0,0,0,188069256,0,0,0,8,212005,0,0,0
2015-01-13,"S1F0LCVC",0,236101632,0,0,0,8,213361,0,0,0,210947200,0,0,0,8,212691,0,0,0
2015-01-14,"S1F0LCVC",0,18157032,0,0,0,8,214039,0,0,0,236101632,0,0,0,8,213361,0,0,0
2015-01-15,"S1F0LCVC",0,37803696,0,0,0,8,214713,0,0,0,18157032,0,0,0,8,214039,0,0,0
2015-01-16,"S1F0LCVC",0,57604840,0,0,0,8,215379,0,0,0,37803696,0,0,0,8,214713,0,0,0
2015-01-17,"S1F0LCVC",0,80908592,0,0,0,8,216036,0,0,0,57604840,0,0,0,8,215379,0,0,0
2015-01-18,"S1F0LCVC",0,102321584,0,0,0,8,216737,0,0,0,80908592,0,0,0,8,216036,0,0,0
2015-01-19,"S1F0LCVC",0,121032672,0,0,0,8,217423,0,0,0,102321584,0,0,0,8,216737,0,0,0
2015-01-20,"S1F0LCVC",0,138579088,0,0,0,8,218069,0,0,0,121032672,0,0,0,8,217423,0,0,0
2015-01-21,"S1F0LCVC",0,87906328,0,0,0,8,218510,0,0,0,138579088,0,0,0,8,218069,0,0,0
2015-01-22,"S1F0LCVC",0,105321176,0,0,0,8,218510,0,0,0,87906328,0,0,0,8,218510,0,0,0
2015-01-23,"S1F0LCVC",0,2551064,0,0,0,8,218510,0,0,0,105321176,0,0,0,8,218510,0,0,0
2015-01-24,"S1F0LCVC",0,186483248,0,0,0,8,218510,0,0,0,2551064,0,0,0,8,218510,0,0,0
2015-01-25,"S1F0LCVC",0,17784240,0,0,0,8,218510,0,0,0,186483248,0,0,0,8,218510,0,0,0
2015-01-26,"S1F0LCVC",0,149890760,0,0,0,8,218510,0,0,0,17784240,0,0,0,8,218510,0,0,0
2015-01-27,"S1F0LCVC",0,26760320,0,0,0,8,218510,0,0,0,149890760,0,0,0,8,218510,0,0,0
2015-01-28,"S1F0LCVC",0,148683640,0,0,0,8,218510,0,0,0,26760320,0,0,0,8,218510,0,0,0
2015-01-29,"S1F0LCVC",0,210978872,0,0,0,8,218511,0,0,0,148683640,0,0,0,8,218510,0,0,0
2015-01-30,"S1F0LCVC",0,18866416,0,0,0,8,218511,0,0,0,210978872,0,0,0,8,218511,0,0,0
2015-01-31,"S1F0LCVC",0,94327416,0,0,0,8,218514,0,0,0,18866416,0,0,0,8,218511,0,0,0
2015-02-01,"S1F0LCVC",0,235444672,0,0,0,8,218514,0,0,0,94327416,0,0,0,8,218514,0,0,0
2015-02-02,"S1F0LCVC",0,102596688,0,0,0,8,218514,0,0,0,235444672,0,0,0,8,218514,0,0,0
2015-02-03,"S1F0LCVC",0,216290824,0,0,0,8,218514,0,0,0,102596688,0,0,0,8,218514,0,0,0
2015-02-04,"S1F0LCVC",0,243443216,0,0,0,8,218514,0,0,0,216290824,0,0,0,8,218514,0,0,0
2015-02-05,"S1F0LCVC",0,172730072,0,0,0,8,218557,0,0,0,243443216,0,0,0,8,218514,0,0,0
2015-02-06,"S1F0LCVC",0,108270424,0,0,0,8,218672,0,0,0,172730072,0,0,0,8,218557,0,0,0
2015-02-07,"S1F0LCVC",0,66603960,0,0,0,8,218957,0,0,0,108270424,0,0,0,8,218672,0,0,0
2015-02-08,"S1F0LCVC",0,108031584,0,0,0,8,218957,0,0,0,66603960,0,0,0,8,218957,0,0,0
2015-02-09,"S1F0LCVC",0,123804312,0,0,0,8,218957,0,0,0,108031584,0,0,0,8,218957,0,0,0
2015-02-10,"S1F0LCVC",0,57213440,0,0,0,8,218958,0,0,0,123804312,0,0,0,8,218957,0,0,0
2015-02-11,"S1F0LCVC",0,215554592,0,0,0,8,218958,0,0,0,57213440,0,0,0,8,218958,0,0,0
2015-02-12,"S1F0LCVC",0,141240552,0,0,0,8,218960,0,0,0,215554592,0,0,0,8,218958,0,0,0
2015-02-13,"S1F0LCVC",0,200356592,0,0,0,8,218961,0,0,0,141240552,0,0,0,8,218960,0,0,0
2015-02-14,"S1F0LCVC",0,3590176,0,0,0,8,218961,0,0,0,200356592,0,0,0,8,218961,0,0,0
2015-02-15,"S1F0LCVC",0,96373008,0,0,0,8,218962,0,0,0,3590176,0,0,0,8,218961,0,0,0
2015-02-16,"S1F0LCVC",0,186206464,0,0,0,8,218962,0,0,0,96373008,0,0,0,8,218962,0,0,0
2015-02-17,"S1F0LCVC",0,212953016,0,0,0,8,218962,0,0,0,186206464,0,0,0,8,218962,0,0,0
2015-02-18,"S1F0LCVC",0,83051744,0,0,0,8,218962,0,0,0,212953016,0,0,0,8,218962,0,0,0
2015-02-19,"S1F0LCVC",0,193438680,0,0,0,8,218962,0,0,0,83051744,0,0,0,8,218962,0,0,0
2015-02-20,"S1F0LCVC",0,231102352,0,0,0,8,218962,0,0,0,193438680,0,0,0,8,218962,0,0,0
2015-02-21,"S1F0LCVC",0,44385392,0,0,0,8,218962,0,0,0,231102352,0,0,0,8,218962,0,0,0
2015-02-22,"S1F0LCVC",0,178401968,0,0,0,8,218962,0,0,0,44385392,0,0,0,8,218962,0,0,0
2015-02-23,"S1F0LCVC",0,4629768,0,0,0,8,218962,0,0,0,178401968,0,0,0,8,218962,0,0,0
2015-02-24,"S1F0LCVC",0,27260144,0,0,0,8,218962,0,0,0,4629768,0,0,0,8,218962,0,0,0
2015-02-25,"S1F0LCVC",0,12604888,0,0,0,8,218964,0,0,0,27260144,0,0,0,8,218962,0,0,0
2015-02-26,"S1F0LCVC",0,5315512,0,0,0,8,218964,0,0,0,12604888,0,0,0,8,218964,0,0,0
2015-02-27,"S1F0LCVC",0,5686456,0,0,0,8,218968,0,0,0,5315512,0,0,0,8,218964,0,0,0
2015-02-28,"S1F0LCVC",0,14301512,0,0,0,8,218968,0,0,0,5686456,0,0,0,8,218968,0,0,0
2015-03-01,"S1F0LCVC",0,15233112,0,0,0,8,218968,0,0,0,14301512,0,0,0,8,218968,0,0,0
2015-03-02,"S1F0LCVC",0,69840184,0,0,0,8,218968,0,0,0,15233112,0,0,0,8,218968,0,0,0
2015-03-03,"S1F0LCVC",0,152562552,0,0,0,8,218968,0,0,0,69840184,0,0,0,8,218968,0,0,0
2015-03-04,"S1F0LCVC",0,29311144,0,0,0,8,218968,0,0,0,152562552,0,0,0,8,218968,0,0,0
2015-03-05,"S1F0LCVC",0,114502768,0,0,0,8,218968,0,0,0,29311144,0,0,0,8,218968,0,0,0
2015-03-06,"S1F0LCVC",0,159374744,0,0,0,8,218968,0,0,0,114502768,0,0,0,8,218968,0,0,0
2015-03-07,"S1F0LCVC",0,241790200,0,0,0,8,218968,0,0,0,159374744,0,0,0,8,218968,0,0,0
2015-03-08,"S1F0LCVC",0,43898016,0,0,0,8,218968,0,0,0,241790200,0,0,0,8,218968,0,0,0
2015-03-09,"S1F0LCVC",0,240852480,0,0,0,8,218968,0,0,0,43898016,0,0,0,8,218968,0,0,0
2015-03-10,"S1F0LCVC",0,11760848,0,0,0,8,218968,0,0,0,240852480,0,0,0,8,218968,0,0,0
2015-03-11,"S1F0LCVC",0,38806360,0,0,0,8,218969,0,0,0,11760848,0,0,0,8,218968,0,0,0
2015-03-12,"S1F0LCVC",0,164600080,0,0,0,8,218969,0,0,0,38806360,0,0,0,8,218969,0,0,0
2015-03-13,"S1F0LCVC",0,206671432,0,0,0,8,218969,0,0,0,164600080,0,0,0,8,218969,0,0,0
2015-03-14,"S1F0LCVC",0,223286776,0,0,0,8,218969,0,0,0,206671432,0,0,0,8,218969,0,0,0
2015-03-15,"S1F0LCVC",0,52319304,0,0,0,8,218969,0,0,0,223286776,0,0,0,8,218969,0,0,0
2015-03-16,"S1F0LCVC",0,61061720,0,0,0,8,218969,0,0,0,52319304,0,0,0,8,218969,0,0,0
2015-03-17,"S1F0LCVC",0,71820536,0,0,0,8,218969,0,0,0,61061720,0,0,0,8,218969,0,0,0
2015-03-18,"S1F0LCVC",0,174582600,0,0,0,8,218969,0,0,0,71820536,0,0,0,8,218969,0,0,0
2015-03-19,"S1F0LCVC",0,206041656,0,0,0,8,218970,0,0,0,174582600,0,0,0,8,218969,0,0,0
2015-03-20,"S1F0LCVC",0,26481376,0,0,0,8,218970,0,0,0,206041656,0,0,0,8,218970,0,0,0
2015-03-21,"S1F0LCVC",0,115665880,0,0,0,8,218970,0,0,0,26481376,0,0,0,8,218970,0,0,0
2015-03-22,"S1F0LCVC",0,97282056,16,0,0,8,218970,0,0,0,115665880,0,0,0,8,218970,0,0,0
2015-03-23,"S1F0LCVC",0,69100712,24,0,0,8,218970,0,0,0,97282056,16,0,0,8,218970,0,0,0
2015-03-24,"S1F0LCVC",0,98220768,24,0,0,8,218970,0,0,0,69100712,24,0,0,8,218970,0,0,0
2015-03-25,"S1F0LCVC",0,139289920,24,0,0,8,218971,0,0,0,98220768,24,0,0,8,218970,0,0,0
2015-03-26,"S1F0LCVC",0,173581840,24,0,0,8,218971,0,0,0,139289920,24,0,0,8,218971,0,0,0
2015-03-27,"S1F0LCVC",0,170794040,32,0,0,8,218971,0,0,0,173581840,24,0,0,8,218971,0,0,0
2015-03-28,"S1F0LCVC",0,219747528,72,0,0,8,218971,0,0,0,170794040,32,0,0,8,218971,0,0,0
2015-03-29,"S1F0LCVC",0,47984640,72,0,0,8,218971,0,0,0,219747528,72,0,0,8,218971,0,0,0
2015-03-30,"S1F0LCVC",0,44731408,72,0,0,8,218971,0,0,0,47984640,72,0,0,8,218971,0,0,0
2015-03-31,"S1F0LCVC",0,221970376,144,0,0,8,218971,0,0,0,44731408,72,0,0,8,218971,0,0,0
2015-04-01,"S1F0LCVC",0,12376736,144,0,0,8,218971,0,0,0,221970376,144,0,0,8,218971,0,0,0
2015-04-02,"S1F0LCVC",0,986016,144,0,0,8,218971,0,0,0,12376736,144,0,0,8,218971,0,0,0
2015-04-03,"S1F0LCVC",0,15436576,144,0,0,8,218972,0,0,0,986016,144,0,0,8,218971,0,0,0
2015-04-04,"S1F0LCVC",0,215797328,200,0,0,8,218972,0,0,0,15436576,144,0,0,8,218972,0,0,0
2015-04-05,"S1F0LCVC",0,206367056,200,0,0,8,218972,0,0,0,215797328,200,0,0,8,218972,0,0,0
2015-04-06,"S1F0LCVC",0,175512664,288,0,0,8,218972,0,0,0,206367056,200,0,0,8,218972,0,0,0
2015-04-07,"S1F0LCVC",0,194573808,288,0,0,8,218972,0,0,0,175512664,288,0,0,8,218972,0,0,0
2015-04-08,"S1F0LCVC",0,144329296,304,0,0,8,218972,0,0,0,194573808,288,0,0,8,218972,0,0,0
2015-04-09,"S1F0LCVC",0,50122728,320,0,0,8,218972,0,0,0,144329296,304,0,0,8,218972,0,0,0
2015-04-10,"S1F0LCVC",0,97914704,320,0,0,8,218972,0,0,0,50122728,320,0,0,8,218972,0,0,0
2015-04-11,"S1F0LCVC",0,91343816,352,0,0,8,218972,0,0,0,97914704,320,0,0,8,218972,0,0,0
2015-04-12,"S1F0LCVC",0,71797976,352,0,0,8,218972,0,0,0,91343816,352,0,0,8,218972,0,0,0
2015-04-13,"S1F0LCVC",0,130638328,352,0,0,8,218972,0,0,0,71797976,352,0,0,8,218972,0,0,0
2015-04-14,"S1F0LCVC",0,142581872,352,0,0,8,218972,0,0,0,130638328,352,0,0,8,218972,0,0,0
2015-04-15,"S1F0LCVC",0,36880968,352,0,0,8,218972,0,0,0,142581872,352,0,0,8,218972,0,0,0
2015-04-16,"S1F0LCVC",0,153866560,352,0,0,8,218974,0,0,0,36880968,352,0,0,8,218972,0,0,0
2015-04-17,"S1F0LCVC",0,129432072,352,0,0,8,218974,0,0,0,153866560,352,0,0,8,218974,0,0,0
2015-04-18,"S1F0LCVC",0,93798344,360,0,0,8,218974,0,0,0,129432072,352,0,0,8,218974,0,0,0
2015-04-19,"S1F0LCVC",0,51783544,360,0,0,8,218974,0,0,0,93798344,360,0,0,8,218974,0,0,0
2015-04-20,"S1F0LCVC",0,24249936,360,0,0,8,218974,0,0,0,51783544,360,0,0,8,218974,0,0,0
2015-04-21,"S1F0LCVC",0,34946808,360,0,0,8,218974,0,0,0,24249936,360,0,0,8,218974,0,0,0
2015-04-22,"S1F0LCVC",0,200487472,360,0,0,8,218974,0,0,0,34946808,360,0,0,8,218974,0,0,0
2015-04-23,"S1F0LCVC",0,109222568,360,0,0,8,218974,0,0,0,200487472,360,0,0,8,218974,0,0,0
2015-04-24,"S1F0LCVC",0,208656536,376,0,0,8,218975,0,0,0,109222568,360,0,0,8,218974,0,0,0
2015-04-25,"S1F0LCVC",0,134846248,400,0,0,8,218975,0,0,0,208656536,376,0,0,8,218975,0,0,0
2015-04-26,"S1F0LCVC",0,82280456,440,0,0,8,218975,0,0,0,134846248,400,0,0,8,218975,0,0,0
2015-04-27,"S1F0LCVC",0,134191024,520,0,0,8,218975,176,176,0,82280456,440,0,0,8,218975,0,0,0
2015-04-28,"S1F0LCVC",1,222122448,520,0,0,8,218975,176,176,0,134191024,520,0,0,8,218975,176,176,0
2015-01-02,"S1F0LD15",0,163549216,0,0,0,6,283114,0,0,0,142117744,0,0,0,6,281773,0,0,0
2015-01-03,"S1F0LD15",0,185697360,0,0,0,6,284506,0,0,0,163549216,0,0,0,6,283114,0,0,0
2015-01-04,"S1F0LD15",0,209328944,0,0,0,6,285842,0,0,0,185697360,0,0,0,6,284506,0,0,0
2015-01-05,"S1F0LD15",0,232770528,0,0,0,6,287163,0,0,0,209328944,0,0,0,6,285842,0,0,0
2015-01-06,"S1F0LD15",0,18563352,0,0,0,6,288505,0,0,0,232770528,0,0,0,6,287163,0,0,0
2015-01-07,"S1F0LD15",0,39223800,0,0,0,6,289840,0,0,0,18563352,0,0,0,6,288505,0,0,0
2015-01-08,"S1F0LD15",0,63041616,0,0,0,6,291163,0,0,0,39223800,0,0,0,6,289840,0,0,0
2015-01-09,"S1F0LD15",0,87627776,0,0,0,6,292533,0,0,0,63041616,0,0,0,6,291163,0,0,0
2015-01-10,"S1F0LD15",0,107102024,0,0,0,6,293852,0,0,0,87627776,0,0,0,6,292533,0,0,0
2015-01-11,"S1F0LD15",0,126555520,0,0,0,6,295191,0,0,0,107102024,0,0,0,6,293852,0,0,0
2015-01-12,"S1F0LD15",0,152239256,0,0,0,6,296575,0,0,0,126555520,0,0,0,6,295191,0,0,0
2015-01-13,"S1F0LD15",0,174339400,0,0,0,6,297897,0,0,0,152239256,0,0,0,6,296575,0,0,0
2015-01-14,"S1F0LD15",0,192965496,0,0,0,6,299250,0,0,0,174339400,0,0,0,6,297897,0,0,0
2015-01-15,"S1F0LD15",0,214589440,0,0,0,6,300589,0,0,0,192965496,0,0,0,6,299250,0,0,0
2015-01-16,"S1F0LD15",0,240015776,0,0,0,6,301938,0,0,0,214589440,0,0,0,6,300589,0,0,0
2015-01-17,"S1F0LD15",0,18205192,0,0,0,6,303262,0,0,0,240015776,0,0,0,6,301938,0,0,0
2015-01-18,"S1F0LD15",0,37218488,0,0,0,6,304610,0,0,0,18205192,0,0,0,6,303262,0,0,0
2015-01-19,"S1F0LD15",0,55894256,0,0,0,6,305987,0,0,0,37218488,0,0,0,6,304610,0,0,0
2015-01-20,"S1F0LD15",0,74123600,0,0,0,6,307288,0,0,0,55894256,0,0,0,6,305987,0,0,0
2015-01-21,"S1F0LD15",0,231092624,0,0,0,6,308229,0,0,0,74123600,0,0,0,6,307288,0,0,0
2015-01-22,"S1F0LD15",0,154396144,0,0,0,6,308229,0,0,0,231092624,0,0,0,6,308229,0,0,0
2015-01-23,"S1F0LD15",0,97066800,0,0,0,6,308229,0,0,0,154396144,0,0,0,6,308229,0,0,0
2015-01-24,"S1F0LD15",0,87039744,0,0,0,6,308229,0,0,0,97066800,0,0,0,6,308229,0,0,0
2015-01-25,"S1F0LD15",0,173177384,0,0,0,6,308229,0,0,0,87039744,0,0,0,6,308229,0,0,0
2015-01-26,"S1F0LD15",0,106008560,0,0,0,6,308229,0,0,0,173177384,0,0,0,6,308229,0,0,0
2015-01-27,"S1F0LD15",0,93305480,0,0,0,6,308229,0,0,0,106008560,0,0,0,6,308229,0,0,0
2015-01-28,"S1F0LD15",0,53714008,0,0,0,6,308229,0,0,0,93305480,0,0,0,6,308229,0,0,0
2015-01-29,"S1F0LD15",0,199375776,0,0,0,6,308229,0,0,0,53714008,0,0,0,6,308229,0,0,0
2015-01-30,"S1F0LD15",0,178423840,0,0,0,6,308229,0,0,0,199375776,0,0,0,6,308229,0,0,0
2015-01-31,"S1F0LD15",0,69898248,0,0,0,6,308234,0,0,0,178423840,0,0,0,6,308229,0,0,0
2015-02-01,"S1F0LD15",0,211285920,0,0,0,6,308234,0,0,0,69898248,0,0,0,6,308234,0,0,0
2015-02-02,"S1F0LD15",0,158383184,0,0,0,6,308234,0,0,0,211285920,0,0,0,6,308234,0,0,0
2015-02-03,"S1F0LD15",0,58246864,0,0,0,6,308234,0,0,0,158383184,0,0,0,6,308234,0,0,0
2015-02-04,"S1F0LD15",0,242361360,0,0,0,6,308234,0,0,0,58246864,0,0,0,6,308234,0,0,0
2015-02-05,"S1F0LD15",0,30126144,0,0,0,6,308939,0,0,0,242361360,0,0,0,6,308234,0,0,0
2015-02-06,"S1F0LD15",0,46847000,0,0,0,6,310268,0,0,0,30126144,0,0,0,6,308939,0,0,0
2015-02-07,"S1F0LD15",0,99001888,0,0,0,6,310879,0,0,0,46847000,0,0,0,6,310268,0,0,0
